#Variables:
#rsds_CCSM4_rcp45(Wm-2):Surface Downwelling Shortwave Radiation
#rsds_GFDL-ESM2M_rcp45(Wm-2):Surface Downwelling Shortwave Radiation
#rsds_GFDL-ESM2G_rcp45(Wm-2):Surface Downwelling Shortwave Radiation
#rsds_HadGEM2-CC365_rcp45(Wm-2):Surface Downwelling Shortwave Radiation
#rsds_MIROC5_rcp45(Wm-2):Surface Downwelling Shortwave Radiation
#rsds_NorESM1-M_rcp45(Wm-2):Surface Downwelling Shortwave Radiation
#rsds_bcc-csm1-1_rcp45(Wm-2):Surface Downwelling Shortwave Radiation
#rsds_bcc-csm1-1_rcp45(Wm-2):Surface Downwelling Shortwave Radiation
#rsds_bcc-csm1-1_rcp45(Wm-2):Surface Downwelling Shortwave Radiation
#rsds_bcc-csm1-1_rcp45(Wm-2):Surface Downwelling Shortwave Radiation
"#Data Extracted for Average over Grid Cell w/ center: 40.3545 Latitude, -117.1889 Longitude (closest value to Latitude:40.3384, Longitude:-117.2018) "
#Original Data File(s):
#agg_macav2metdata_rsds_CCSM4_r6i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_rsds_GFDL-ESM2M_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_rsds_GFDL-ESM2G_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_rsds_HadGEM2-CC365_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_rsds_MIROC5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_rsds_NorESM1-M_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_rsds_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_rsds_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_rsds_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_rsds_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,rsds_CCSM4_rcp45(Wm-2),rsds_GFDL-ESM2M_rcp45(Wm-2),rsds_GFDL-ESM2G_rcp45(Wm-2),rsds_HadGEM2-CC365_rcp45(Wm-2),rsds_MIROC5_rcp45(Wm-2),rsds_NorESM1-M_rcp45(Wm-2),rsds_bcc-csm1-1_rcp45(Wm-2),rsds_bcc-csm1-1_rcp45(Wm-2),rsds_bcc-csm1-1_rcp45(Wm-2),rsds_bcc-csm1-1_rcp45(Wm-2)"
""
yyyy-mm-dd,rsds_CCSM4_rcp45(Wm-2),rsds_GFDL-ESM2M_rcp45(Wm-2),rsds_GFDL-ESM2G_rcp45(Wm-2),rsds_HadGEM2-CC365_rcp45(Wm-2),rsds_MIROC5_rcp45(Wm-2),rsds_NorESM1-M_rcp45(Wm-2),rsds_bcc-csm1-1_rcp45(Wm-2),rsds_bcc-csm1-1_rcp45(Wm-2),rsds_bcc-csm1-1_rcp45(Wm-2),rsds_bcc-csm1-1_rcp45(Wm-2)
2021-12-31,95.120361,53.666771,96.475929,97.432465,97.213768,76.676437,84.963501,84.963501,84.963501,84.963501
2022-01-01,93.910919,48.870495,92.625801,97.370285,85.134262,81.717842,97.033043,97.033043,97.033043,97.033043
2022-01-02,68.274689,52.722744,90.137405,92.552010,87.484650,93.362236,95.318893,95.318893,95.318893,95.318893
2022-01-03,76.247726,35.491192,82.891937,93.259338,92.741653,44.116901,74.903473,74.903473,74.903473,74.903473
2022-01-04,73.275864,63.609520,67.422569,96.275238,94.654243,61.012459,34.074650,34.074650,34.074650,34.074650
2022-01-05,94.520401,71.029739,71.139992,88.648483,94.648315,81.356239,80.459709,80.459709,80.459709,80.459709
2022-01-06,87.284782,87.144203,79.993950,96.942764,94.074837,60.103966,80.626053,80.626053,80.626053,80.626053
2022-01-07,51.082966,93.118782,91.085945,96.298599,91.358658,43.997097,79.133583,79.133583,79.133583,79.133583
2022-01-08,45.915859,67.210487,98.404968,89.393730,92.440987,45.836555,39.475586,39.475586,39.475586,39.475586
2022-01-09,76.736603,37.924099,91.169945,95.358826,93.375954,81.087822,94.472603,94.472603,94.472603,94.472603
2022-01-10,94.868645,68.010208,85.677872,93.110634,90.525520,86.071716,54.487484,54.487484,54.487484,54.487484
2022-01-11,97.044327,48.615582,79.700317,81.787865,85.155693,71.295204,77.399467,77.399467,77.399467,77.399467
2022-01-12,94.768204,59.816757,61.276451,92.112183,88.990112,78.051826,65.448006,65.448006,65.448006,65.448006
2022-01-13,94.553246,37.906372,47.052086,76.838928,84.141548,42.542805,40.880489,40.880489,40.880489,40.880489
2022-01-14,95.086128,61.004589,62.685246,39.461815,77.318863,36.150761,61.761101,61.761101,61.761101,61.761101
2022-01-15,96.193298,95.081451,59.815449,59.065029,82.700142,33.011711,93.923187,93.923187,93.923187,93.923187
2022-01-16,96.547028,93.523712,83.012344,71.217407,51.154724,65.780449,103.660889,103.660889,103.660889,103.660889
2022-01-17,83.581337,103.733055,86.232307,75.487770,93.711372,63.755203,80.343185,80.343185,80.343185,80.343185
2022-01-18,87.345818,93.065514,89.673302,80.193642,90.863686,43.967491,87.971802,87.971802,87.971802,87.971802
2022-01-19,108.098328,64.904900,98.559624,82.710800,75.220360,86.317192,82.565475,82.565475,82.565475,82.565475
2022-01-20,107.908569,77.564522,74.423355,91.529541,95.239250,107.006996,92.017593,92.017593,92.017593,92.017593
2022-01-21,110.493980,39.972759,73.910576,100.532501,87.450989,91.410965,107.205963,107.205963,107.205963,107.205963
2022-01-22,114.230049,83.692314,56.117744,87.666458,87.466850,88.183105,104.915703,104.915703,104.915703,104.915703
2022-01-23,100.657196,74.824257,59.080566,94.895607,103.453827,92.041389,112.619942,112.619942,112.619942,112.619942
2022-01-24,82.579987,71.923515,78.488884,96.156639,83.216103,124.790985,104.851768,104.851768,104.851768,104.851768
2022-01-25,80.653786,75.788231,80.698021,81.471535,61.564960,75.601959,91.518669,91.518669,91.518669,91.518669
2022-01-26,80.209045,77.261559,101.677536,73.921242,69.816811,62.821243,77.149490,77.149490,77.149490,77.149490
2022-01-27,87.839439,51.761261,111.336586,89.648781,63.934284,45.490482,69.401115,69.401115,69.401115,69.401115
2022-01-28,64.591522,70.351685,87.140617,110.502846,80.244865,34.788109,65.656494,65.656494,65.656494,65.656494
2022-01-29,73.308403,46.121426,110.444664,113.758682,83.018623,72.094925,79.379021,79.379021,79.379021,79.379021
2022-01-30,89.177895,86.061371,117.113190,101.469688,120.379715,122.687210,56.783535,56.783535,56.783535,56.783535
2022-01-31,129.072281,45.492508,128.418732,108.605865,59.744179,129.522293,96.977341,96.977341,96.977341,96.977341
2022-02-01,127.354027,89.047508,99.201500,112.144768,85.884766,123.888115,100.298630,100.298630,100.298630,100.298630
2022-02-02,126.728661,130.855942,94.523758,121.177376,59.707851,111.567146,83.201500,83.201500,83.201500,83.201500
2022-02-03,88.180748,133.842056,96.875267,122.816742,52.749874,123.087158,130.373627,130.373627,130.373627,130.373627
2022-02-04,101.565315,119.851013,97.273453,121.922585,101.180122,135.501312,88.143059,88.143059,88.143059,88.143059
2022-02-05,84.131111,63.429085,127.215561,105.717873,82.983925,120.591599,99.469986,99.469986,99.469986,99.469986
2022-02-06,123.464844,77.215729,111.595070,95.444481,112.086456,104.615913,124.512543,124.512543,124.512543,124.512543
2022-02-07,134.719193,109.781319,114.421516,115.418716,81.695633,115.632263,107.193573,107.193573,107.193573,107.193573
2022-02-08,134.583694,133.452850,119.758072,130.545334,96.280670,128.737305,101.042824,101.042824,101.042824,101.042824
2022-02-09,134.539917,108.957146,120.323013,133.792877,75.458984,122.407097,95.209579,95.209579,95.209579,95.209579
2022-02-10,135.022034,90.721451,137.376160,114.886787,104.334892,87.852303,92.760811,92.760811,92.760811,92.760811
2022-02-11,138.151657,97.570213,124.807861,96.651657,102.263611,78.688965,100.355255,100.355255,100.355255,100.355255
2022-02-12,85.974930,126.314240,73.011292,126.171143,116.646149,103.480812,84.506081,84.506081,84.506081,84.506081
2022-02-13,88.301689,95.256775,54.176666,139.657227,125.359810,121.062851,126.196411,126.196411,126.196411,126.196411
2022-02-14,84.645302,52.860130,94.522064,123.556862,112.590652,132.808975,122.229424,122.229424,122.229424,122.229424
2022-02-15,111.583908,56.116058,113.165665,88.743668,101.044388,93.289955,152.873825,152.873825,152.873825,152.873825
2022-02-16,113.945114,95.605850,132.926575,85.406364,92.901695,83.079704,82.986549,82.986549,82.986549,82.986549
2022-02-17,137.672012,94.264549,164.826065,110.891365,87.932182,133.485580,125.097664,125.097664,125.097664,125.097664
2022-02-18,119.676659,128.383270,100.978699,98.603134,92.030655,150.925079,150.570175,150.570175,150.570175,150.570175
2022-02-19,101.751419,78.761116,113.193573,79.506294,87.317207,129.217346,169.601669,169.601669,169.601669,169.601669
2022-02-20,89.300606,101.314133,113.909531,87.458633,100.482224,98.720009,153.151306,153.151306,153.151306,153.151306
2022-02-21,115.808235,143.460876,102.632637,101.320938,103.795273,103.258415,130.127975,130.127975,130.127975,130.127975
2022-02-22,149.480240,131.972107,162.697250,116.490677,112.430984,103.079590,180.302704,180.302704,180.302704,180.302704
2022-02-23,172.174835,103.935959,170.513687,158.819702,88.045731,141.553513,158.059189,158.059189,158.059189,158.059189
2022-02-24,137.164276,81.917786,150.483780,159.362228,109.638214,150.145660,120.734344,120.734344,120.734344,120.734344
2022-02-25,180.504349,92.025475,181.384354,148.238327,112.555145,182.921158,113.639709,113.639709,113.639709,113.639709
2022-02-26,138.253479,116.012878,159.678604,109.513527,118.347610,188.068802,126.878815,126.878815,126.878815,126.878815
2022-02-27,185.958191,178.106842,139.066406,61.507660,96.326332,169.889191,133.641815,133.641815,133.641815,133.641815
2022-02-28,185.461792,167.601395,141.004379,172.504700,75.870117,154.112503,97.634621,97.634621,97.634621,97.634621
2022-03-01,191.384720,181.215530,183.538742,181.180557,84.204765,184.301025,96.815140,96.815140,96.815140,96.815140
2022-03-02,200.916061,85.932770,188.536301,143.962936,147.484329,197.951721,103.038559,103.038559,103.038559,103.038559
2022-03-03,187.801865,95.645935,149.399521,141.353943,116.207901,204.906616,109.024681,109.024681,109.024681,109.024681
2022-03-04,131.904465,106.311073,131.593857,183.307068,177.344849,177.954437,136.423035,136.423035,136.423035,136.423035
2022-03-05,183.212769,96.120705,189.163925,191.547897,187.026169,199.316025,123.696152,123.696152,123.696152,123.696152
2022-03-06,201.881134,49.783806,194.458130,117.161171,187.870285,208.032059,148.156693,148.156693,148.156693,148.156693
2022-03-07,208.525269,179.833405,137.548431,132.662094,190.590607,212.735580,89.185768,89.185768,89.185768,89.185768
2022-03-08,200.283585,137.842575,141.272675,153.243835,191.443542,207.222519,121.929268,121.929268,121.929268,121.929268
2022-03-09,143.085266,102.142082,205.118500,140.208237,146.477692,176.827042,68.680908,68.680908,68.680908,68.680908
2022-03-10,121.345673,198.824554,179.961823,173.687149,119.817986,135.413406,144.404541,144.404541,144.404541,144.404541
2022-03-11,154.688034,209.922180,146.698196,208.980789,134.241806,165.363434,109.727509,109.727509,109.727509,109.727509
2022-03-12,138.766464,216.511887,147.837372,203.819183,170.882385,145.471619,116.597076,116.597076,116.597076,116.597076
2022-03-13,171.789307,213.523178,211.467346,79.212738,208.409943,207.544785,64.872406,64.872406,64.872406,64.872406
2022-03-14,154.953339,141.131119,220.960938,145.793365,211.553329,153.247437,80.123108,80.123108,80.123108,80.123108
2022-03-15,217.773346,92.984741,216.886948,124.698616,162.632553,169.900146,127.737862,127.737862,127.737862,127.737862
2022-03-16,230.380539,129.510132,193.310837,140.038910,145.831253,215.341888,168.285263,168.285263,168.285263,168.285263
2022-03-17,130.096863,88.703468,173.355042,188.702255,146.882660,235.327850,228.355576,228.355576,228.355576,228.355576
2022-03-18,190.002838,171.266968,174.309494,155.256165,169.425751,227.041382,155.577850,155.577850,155.577850,155.577850
2022-03-19,208.453384,174.886749,198.868729,143.212112,222.609650,215.068237,178.593033,178.593033,178.593033,178.593033
2022-03-20,187.549820,189.928940,209.051682,192.001450,238.140839,244.883820,195.616684,195.616684,195.616684,195.616684
2022-03-21,181.770676,139.135254,199.074951,193.951050,237.774414,205.345993,202.553177,202.553177,202.553177,202.553177
2022-03-22,235.089996,96.018921,212.458328,234.795532,237.861710,218.512817,225.943756,225.943756,225.943756,225.943756
2022-03-23,265.191956,83.563187,209.198975,251.680145,209.825287,254.288208,169.975540,169.975540,169.975540,169.975540
2022-03-24,206.739746,130.465744,165.766953,229.732727,237.888901,223.022049,137.605652,137.605652,137.605652,137.605652
2022-03-25,264.234467,173.833359,199.787491,199.667816,236.362396,235.666443,179.938278,179.938278,179.938278,179.938278
2022-03-26,227.108673,132.769119,256.406555,235.989441,225.483109,198.073502,163.414154,163.414154,163.414154,163.414154
2022-03-27,220.452881,90.159653,245.456879,257.779907,194.033569,195.485413,168.297012,168.297012,168.297012,168.297012
2022-03-28,184.917892,188.384216,253.746262,248.686768,182.141830,149.913025,216.673187,216.673187,216.673187,216.673187
2022-03-29,232.429459,255.235001,212.148209,229.647751,173.926971,223.507797,263.741669,263.741669,263.741669,263.741669
2022-03-30,192.349762,230.021103,225.766190,225.108978,188.446472,238.557358,258.907074,258.907074,258.907074,258.907074
2022-03-31,196.372070,248.989395,217.568390,152.693634,164.948563,201.818298,192.422348,192.422348,192.422348,192.422348
2022-04-01,173.336823,89.226067,215.088669,94.727356,220.280945,197.957275,208.183716,208.183716,208.183716,208.183716
2022-04-02,227.370117,127.217361,268.582794,152.310532,200.277435,181.924194,225.302048,225.302048,225.302048,225.302048
2022-04-03,247.383392,204.877747,230.566055,174.017975,142.239365,123.032234,160.037872,160.037872,160.037872,160.037872
2022-04-04,261.588104,143.746017,252.729507,201.131760,191.128723,85.353134,199.218170,199.218170,199.218170,199.218170
2022-04-05,269.669342,268.449127,194.764526,216.788300,269.678131,155.746582,151.208420,151.208420,151.208420,151.208420
2022-04-06,266.969482,126.270271,230.578339,225.431000,244.832199,216.805618,194.354004,194.354004,194.354004,194.354004
2022-04-07,264.157379,190.992188,248.971100,210.295578,87.114388,184.641357,161.274139,161.274139,161.274139,161.274139
2022-04-08,198.736252,161.812317,267.966339,215.463486,240.438095,207.243408,215.006363,215.006363,215.006363,215.006363
2022-04-09,233.350052,198.646332,267.463623,195.358200,277.863342,231.566971,199.023346,199.023346,199.023346,199.023346
2022-04-10,187.677246,183.020142,249.177597,171.393906,278.461273,275.810364,161.282928,161.282928,161.282928,161.282928
2022-04-11,124.319160,199.061340,272.105438,148.635437,277.541718,286.228119,181.362686,181.362686,181.362686,181.362686
2022-04-12,108.054588,231.149261,234.704880,142.687775,263.442474,284.168762,193.802475,193.802475,193.802475,193.802475
2022-04-13,195.339661,269.058136,162.576981,188.107010,222.895645,141.620697,239.514862,239.514862,239.514862,239.514862
2022-04-14,214.671692,284.272766,130.746582,209.023392,218.505005,166.503632,257.807983,257.807983,257.807983,257.807983
2022-04-15,220.067993,287.565491,164.119736,220.713669,228.574173,259.678741,267.353577,267.353577,267.353577,267.353577
2022-04-16,278.752899,299.264618,223.026321,256.601776,271.305359,261.134430,257.240540,257.240540,257.240540,257.240540
2022-04-17,224.567444,276.444611,295.550232,237.024231,216.564804,259.746765,212.953812,212.953812,212.953812,212.953812
2022-04-18,231.885605,212.094620,217.688309,150.271240,215.473221,295.881104,224.422043,224.422043,224.422043,224.422043
2022-04-19,248.715210,241.523117,233.223862,150.059601,292.193848,307.775085,291.308563,291.308563,291.308563,291.308563
2022-04-20,300.339661,254.990219,266.040039,255.743637,282.358734,296.682129,287.219818,287.219818,287.219818,287.219818
2022-04-21,247.199753,204.787338,293.163300,276.122559,269.551727,281.225220,240.959549,240.959549,240.959549,240.959549
2022-04-22,268.199982,233.981384,296.161987,290.996857,298.672546,284.900177,290.755066,290.755066,290.755066,290.755066
2022-04-23,282.327972,236.001907,210.091293,306.210114,229.167725,273.544495,244.046402,244.046402,244.046402,244.046402
2022-04-24,300.998383,253.243515,285.865631,305.797516,151.897186,248.261017,213.385696,213.385696,213.385696,213.385696
2022-04-25,301.482086,289.030121,269.256042,302.859253,225.207870,307.046204,215.643585,215.643585,215.643585,215.643585
2022-04-26,223.990341,305.983032,238.706421,259.584167,288.404205,289.350433,272.902618,272.902618,272.902618,272.902618
2022-04-27,306.338470,313.135315,298.201355,226.425858,271.617737,301.181030,302.528564,302.528564,302.528564,302.528564
2022-04-28,302.934448,311.103088,310.239838,248.954056,249.383682,315.142700,290.650909,290.650909,290.650909,290.650909
2022-04-29,314.977631,296.468231,301.048981,238.744507,318.300415,289.015747,306.840515,306.840515,306.840515,306.840515
2022-04-30,320.849823,255.929855,136.473114,267.732330,327.764221,295.082947,319.091187,319.091187,319.091187,319.091187
2022-05-01,324.473541,311.269867,270.149780,292.567383,328.508881,234.288300,314.481537,314.481537,314.481537,314.481537
2022-05-02,269.348602,317.732513,310.443542,302.636017,311.621674,238.573334,322.798187,322.798187,322.798187,322.798187
2022-05-03,313.493561,300.015564,314.715607,238.961334,322.552124,282.941132,320.629822,320.629822,320.629822,320.629822
2022-05-04,314.349060,206.840378,316.336853,132.646942,336.049469,314.162659,326.860474,326.860474,326.860474,326.860474
2022-05-05,319.037415,108.895515,324.091766,161.241257,256.988312,300.576569,317.480072,317.480072,317.480072,317.480072
2022-05-06,304.105591,299.952881,214.645828,269.684296,320.274261,208.056671,317.600311,317.600311,317.600311,317.600311
2022-05-07,213.265701,313.949219,310.151764,303.654785,323.864685,168.143936,331.204620,331.204620,331.204620,331.204620
2022-05-08,148.282745,158.532516,327.014954,310.406036,319.164368,175.411438,334.947906,334.947906,334.947906,334.947906
2022-05-09,264.064514,312.570709,326.682037,279.069427,308.202423,207.626022,325.430115,325.430115,325.430115,325.430115
2022-05-10,302.913513,318.092987,328.236542,276.133453,237.377274,282.502472,292.727203,292.727203,292.727203,292.727203
2022-05-11,327.499786,264.216919,210.239792,280.079987,311.733063,319.464264,331.226196,331.226196,331.226196,331.226196
2022-05-12,320.505005,277.145081,211.764038,286.644531,289.705688,241.222061,333.733612,333.733612,333.733612,333.733612
2022-05-13,270.496185,312.254059,313.214203,281.773071,175.850281,162.375076,330.178833,330.178833,330.178833,330.178833
2022-05-14,293.555908,321.316803,330.826599,283.979065,188.437286,158.282410,244.092590,244.092590,244.092590,244.092590
2022-05-15,299.898285,235.951660,330.609863,299.398010,212.954041,234.330399,326.321075,326.321075,326.321075,326.321075
2022-05-16,235.063599,170.944748,333.760193,297.253784,254.481812,315.187836,324.899658,324.899658,324.899658,324.899658
2022-05-17,130.925476,302.348938,332.563019,303.823395,317.900299,330.662628,320.153351,320.153351,320.153351,320.153351
2022-05-18,196.200195,262.734161,335.136078,325.139801,239.839462,324.713531,299.918335,299.918335,299.918335,299.918335
2022-05-19,200.344849,303.876129,331.415894,321.133209,306.424408,331.972015,333.113495,333.113495,333.113495,333.113495
2022-05-20,123.668953,327.069519,330.040833,328.694427,196.131317,329.377106,323.623810,323.623810,323.623810,323.623810
2022-05-21,235.890671,283.245117,331.105286,300.301727,306.291199,246.727844,335.698212,335.698212,335.698212,335.698212
2022-05-22,311.698730,291.298523,317.694885,315.805054,333.740021,314.121796,331.458374,331.458374,331.458374,331.458374
2022-05-23,320.279755,312.748718,328.706085,324.032898,270.620331,325.134949,320.682434,320.682434,320.682434,320.682434
2022-05-24,285.800232,331.052582,332.807251,331.198914,332.729736,328.223114,324.537872,324.537872,324.537872,324.537872
2022-05-25,327.750458,321.603638,321.392578,331.915222,331.905945,203.014053,296.095306,296.095306,296.095306,296.095306
2022-05-26,314.262024,261.764008,328.828186,330.393585,338.827118,279.812592,304.559692,304.559692,304.559692,304.559692
2022-05-27,259.158325,184.934586,331.789398,335.113342,338.851471,328.242371,336.701447,336.701447,336.701447,336.701447
2022-05-28,312.304077,296.775604,331.727600,334.083862,338.344543,331.108948,324.306335,324.306335,324.306335,324.306335
2022-05-29,324.025391,228.354767,332.220062,323.900146,235.775421,325.661133,316.520599,316.520599,316.520599,316.520599
2022-05-30,335.318146,142.146698,330.478699,296.686188,310.344208,319.338470,336.220459,336.220459,336.220459,336.220459
2022-05-31,337.887695,156.361511,332.339386,330.220673,337.843048,326.847534,337.083252,337.083252,337.083252,337.083252
2022-06-01,328.928131,271.125061,335.017517,321.906677,337.257996,334.413940,340.466797,340.466797,340.466797,340.466797
2022-06-02,330.998230,310.043701,332.338837,325.337677,340.001587,302.989258,336.517670,336.517670,336.517670,336.517670
2022-06-03,332.635895,335.387115,332.590240,318.656464,336.107056,328.362701,338.897614,338.897614,338.897614,338.897614
2022-06-04,279.358521,334.649445,312.873596,328.373199,336.687622,334.032593,340.241516,340.241516,340.241516,340.241516
2022-06-05,331.806122,335.206543,274.283630,324.740753,274.199615,329.861115,339.182312,339.182312,339.182312,339.182312
2022-06-06,338.217438,332.645538,318.672577,332.211853,336.720825,328.351501,341.424286,341.424286,341.424286,341.424286
2022-06-07,343.017365,329.039764,332.370514,337.633728,338.637878,331.449036,342.625000,342.625000,342.625000,342.625000
2022-06-08,341.497681,310.545044,332.267395,329.846649,338.378693,327.794800,344.208191,344.208191,344.208191,344.208191
2022-06-09,342.596039,287.720428,331.890991,278.296051,338.807526,166.962097,331.105804,331.105804,331.105804,331.105804
2022-06-10,341.931152,327.210083,317.500061,258.410431,337.128326,325.573578,278.139099,278.139099,278.139099,278.139099
2022-06-11,344.039032,332.731537,219.520905,168.524612,337.221832,332.391846,307.914154,307.914154,307.914154,307.914154
2022-06-12,340.267395,332.357422,322.942780,221.145493,336.039825,332.058563,333.070526,333.070526,333.070526,333.070526
2022-06-13,285.048004,329.567627,276.476196,270.901489,335.536285,330.921692,337.668243,337.668243,337.668243,337.668243
2022-06-14,332.173065,333.357513,314.632721,269.445526,339.879303,334.445892,340.461548,340.461548,340.461548,340.461548
2022-06-15,335.455750,330.520020,339.023682,316.926483,343.861481,339.989990,342.425568,342.425568,342.425568,342.425568
2022-06-16,308.276031,325.960419,340.617401,334.028961,344.371124,333.786499,337.975922,337.975922,337.975922,337.975922
2022-06-17,313.429535,339.850403,332.713165,334.866333,342.293457,343.898682,339.381012,339.381012,339.381012,339.381012
2022-06-18,342.645172,344.505737,337.815979,336.332916,341.749847,345.393860,340.645050,340.645050,340.645050,340.645050
2022-06-19,338.797028,344.337921,336.363464,339.483826,344.206085,312.064484,343.571899,343.571899,343.571899,343.571899
2022-06-20,307.512451,301.584564,338.369354,340.113647,342.343994,337.304779,344.238708,344.238708,344.238708,344.238708
2022-06-21,334.996826,336.244141,338.705750,337.349274,344.490936,343.881714,276.261658,276.261658,276.261658,276.261658
2022-06-22,335.394135,338.098297,348.686493,341.303345,352.765381,341.679321,313.689819,313.689819,313.689819,313.689819
2022-06-23,338.740082,345.812744,348.371033,339.702362,335.623810,334.855530,340.463318,340.463318,340.463318,340.463318
2022-06-24,334.257263,341.924072,348.352325,337.340729,340.162170,326.590973,345.005768,345.005768,345.005768,345.005768
2022-06-25,337.956543,276.992584,330.426788,341.514343,332.353149,321.661285,289.508148,289.508148,289.508148,289.508148
2022-06-26,334.547089,141.413727,245.039215,337.859619,343.482574,335.950470,340.427887,340.427887,340.427887,340.427887
2022-06-27,289.437683,290.621765,313.946564,333.369537,339.398163,338.152435,347.117126,347.117126,347.117126,347.117126
2022-06-28,318.450134,334.368713,341.372955,336.330566,338.413483,338.489594,347.519104,347.519104,347.519104,347.519104
2022-06-29,333.014130,335.474243,340.600647,338.821136,335.930115,343.399567,345.240509,345.240509,345.240509,345.240509
2022-06-30,252.217346,330.903870,337.355591,337.586121,339.392761,344.451355,345.804840,345.804840,345.804840,345.804840
2022-07-01,305.744415,327.032959,316.651581,242.635147,342.479218,331.072510,347.705261,347.705261,347.705261,347.705261
2022-07-02,321.778107,333.852570,312.651459,236.675659,345.965332,322.560150,346.714813,346.714813,346.714813,346.714813
2022-07-03,302.477417,295.564392,340.228058,330.380737,343.170380,268.082947,347.366333,347.366333,347.366333,347.366333
2022-07-04,316.663971,311.187805,343.999237,319.435150,348.635773,330.433075,334.795837,334.795837,334.795837,334.795837
2022-07-05,328.694641,335.282806,344.626404,317.126617,343.073273,338.544952,342.675049,342.675049,342.675049,342.675049
2022-07-06,332.362152,331.733551,339.069946,326.972748,329.227936,337.325836,337.277802,337.277802,337.277802,337.277802
2022-07-07,330.373505,334.010834,343.994568,320.120483,320.305725,334.023895,339.879852,339.879852,339.879852,339.879852
2022-07-08,325.996887,338.302094,345.047668,320.314087,333.996063,334.469727,337.096130,337.096130,337.096130,337.096130
2022-07-09,333.768341,329.590607,344.040741,322.216309,321.090942,334.635193,334.515350,334.515350,334.515350,334.515350
2022-07-10,338.277954,330.893555,344.136749,331.962646,320.315186,338.099976,338.583557,338.583557,338.583557,338.583557
2022-07-11,307.597748,334.918640,339.751160,335.769318,270.679932,341.580383,339.178040,339.178040,339.178040,339.178040
2022-07-12,301.730621,336.951294,338.519073,336.308472,327.203613,333.891571,339.037018,339.037018,339.037018,339.037018
2022-07-13,314.885590,333.459564,282.837982,328.149963,325.114960,321.916351,335.480927,335.480927,335.480927,335.480927
2022-07-14,333.163513,334.978546,333.307526,314.015930,323.002960,332.707550,336.792114,336.792114,336.792114,336.792114
2022-07-15,323.993896,350.025940,343.687531,265.409058,299.679016,343.443481,336.162384,336.162384,336.162384,336.162384
2022-07-16,292.706268,347.650299,344.385040,179.376968,299.344910,345.347229,337.949860,337.949860,337.949860,337.949860
2022-07-17,300.246490,348.316528,345.297607,198.638687,290.393066,337.540833,336.601501,336.601501,336.601501,336.601501
2022-07-18,332.172913,342.214508,338.522308,225.560074,292.520233,300.185394,337.581390,337.581390,337.581390,337.581390
2022-07-19,335.063049,339.920532,336.660217,297.134033,317.868713,299.759033,332.742981,332.742981,332.742981,332.742981
2022-07-20,336.095886,339.940765,336.373413,320.286102,292.123383,262.077179,336.442749,336.442749,336.442749,336.442749
2022-07-21,330.959808,339.128174,339.155975,339.302765,266.707184,286.585205,334.266998,334.266998,334.266998,334.266998
2022-07-22,248.854919,335.757050,337.461395,341.657745,182.564804,302.741638,316.795471,316.795471,316.795471,316.795471
2022-07-23,172.666611,338.095001,339.169647,340.098663,276.668213,304.135590,325.973480,325.973480,325.973480,325.973480
2022-07-24,223.299957,338.032623,340.105408,340.092529,294.686951,223.920166,329.781372,329.781372,329.781372,329.781372
2022-07-25,291.719147,335.549988,306.413269,337.310516,324.164398,304.455902,328.907410,328.907410,328.907410,328.907410
2022-07-26,298.066315,305.398529,306.493408,336.055115,330.540558,317.344116,331.726990,331.726990,331.726990,331.726990
2022-07-27,287.911194,314.390778,238.684082,336.453003,330.811920,322.304962,332.640198,332.640198,332.640198,332.640198
2022-07-28,298.572510,305.815521,303.477386,330.905182,328.943329,325.899445,335.034637,335.034637,335.034637,335.034637
2022-07-29,309.243835,323.388153,297.171875,332.393799,326.169708,311.207764,334.358765,334.358765,334.358765,334.358765
2022-07-30,307.591217,322.821960,315.744232,316.824066,319.601410,317.331085,330.588593,330.588593,330.588593,330.588593
2022-07-31,223.584320,322.955688,314.479340,306.558502,310.332458,312.007111,323.065186,323.065186,323.065186,323.065186
2022-08-01,276.067230,321.264709,316.060364,318.674164,273.377563,312.724915,299.704865,299.704865,299.704865,299.704865
2022-08-02,306.077454,299.767120,308.585327,320.435242,307.920746,302.019653,303.365051,303.365051,303.365051,303.365051
2022-08-03,311.623383,285.098297,315.880402,321.536713,321.194489,289.210693,314.163666,314.163666,314.163666,314.163666
