#Variables:
#tasmax_CCSM4_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_GFDL-ESM2M_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_GFDL-ESM2G_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_HadGEM2-CC365_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_MIROC5_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_NorESM1-M_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_bcc-csm1-1_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_bcc-csm1-1_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_bcc-csm1-1_rcp85(K):Daily Maximum Near-Surface Air Temperature
#tasmax_bcc-csm1-1_rcp85(K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 40.3545 Latitude, -117.1889 Longitude (closest value to Latitude:40.3388, Longitude:-117.2018) "
#Original Data File(s):
#agg_macav2metdata_tasmax_CCSM4_r6i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_GFDL-ESM2M_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_GFDL-ESM2G_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_HadGEM2-CC365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_MIROC5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmax_CCSM4_rcp85(K),tasmax_GFDL-ESM2M_rcp85(K),tasmax_GFDL-ESM2G_rcp85(K),tasmax_HadGEM2-CC365_rcp85(K),tasmax_MIROC5_rcp85(K),tasmax_NorESM1-M_rcp85(K),tasmax_bcc-csm1-1_rcp85(K),tasmax_bcc-csm1-1_rcp85(K),tasmax_bcc-csm1-1_rcp85(K),tasmax_bcc-csm1-1_rcp85(K)"
""
yyyy-mm-dd,tasmax_CCSM4_rcp85(K),tasmax_GFDL-ESM2M_rcp85(K),tasmax_GFDL-ESM2G_rcp85(K),tasmax_HadGEM2-CC365_rcp85(K),tasmax_MIROC5_rcp85(K),tasmax_NorESM1-M_rcp85(K),tasmax_bcc-csm1-1_rcp85(K),tasmax_bcc-csm1-1_rcp85(K),tasmax_bcc-csm1-1_rcp85(K),tasmax_bcc-csm1-1_rcp85(K)
2024-04-28,302.990601,293.004150,294.884552,301.014313,295.150391,291.359741,295.583557,295.583557,295.583557,295.583557
2024-04-29,304.161743,293.560822,299.143127,302.052032,294.349731,289.709717,298.308838,298.308838,298.308838,298.308838
2024-04-30,304.155457,295.020691,302.044128,302.282135,296.648621,289.923309,299.760315,299.760315,299.760315,299.760315
2024-05-01,297.588867,293.474274,296.444092,302.432709,298.300659,288.992554,295.887299,295.887299,295.887299,295.887299
2024-05-02,287.773041,293.724243,286.677460,303.284882,298.629974,287.448395,295.079041,295.079041,295.079041,295.079041
2024-05-03,291.582520,294.520935,291.719788,305.341522,296.977722,287.411438,296.722351,296.722351,296.722351,296.722351
2024-05-04,291.313873,294.466278,292.710907,306.875214,295.234833,286.711395,296.612152,296.612152,296.612152,296.612152
2024-05-05,292.883087,294.800903,292.757538,306.178894,286.916962,289.833069,288.699951,288.699951,288.699951,288.699951
2024-05-06,296.049988,289.806458,293.935089,304.741211,286.389557,291.898590,288.945404,288.945404,288.945404,288.945404
2024-05-07,297.224731,291.773285,294.111389,303.680817,289.421387,294.129395,286.946472,286.946472,286.946472,286.946472
2024-05-08,296.964661,287.641937,292.641541,304.358459,290.500275,299.523499,286.853516,286.853516,286.853516,286.853516
2024-05-09,294.233246,290.311951,294.736084,304.265961,293.935394,305.290283,283.549438,283.549438,283.549438,283.549438
2024-05-10,292.669312,295.433350,298.442627,305.954224,293.411713,305.018585,287.801208,287.801208,287.801208,287.801208
2024-05-11,292.273254,297.375702,298.385681,305.872864,295.178986,303.508026,293.163757,293.163757,293.163757,293.163757
2024-05-12,298.488129,298.631653,299.961517,305.043488,296.975403,300.363159,295.051331,295.051331,295.051331,295.051331
2024-05-13,298.168610,297.232422,302.979248,304.961823,298.388062,297.119751,299.141754,299.141754,299.141754,299.141754
2024-05-14,295.572754,293.502350,303.621979,304.300934,295.953705,291.703522,299.335480,299.335480,299.335480,299.335480
2024-05-15,297.195435,286.621918,303.264099,304.401337,292.284637,292.431244,298.955322,298.955322,298.955322,298.955322
2024-05-16,297.474731,286.660461,302.958801,303.860321,293.603333,294.198242,301.711914,301.711914,301.711914,301.711914
2024-05-17,304.315094,288.277679,299.914886,301.767212,292.180054,300.240387,304.151062,304.151062,304.151062,304.151062
2024-05-18,307.245911,292.134552,297.215912,302.257812,289.114532,303.725800,304.161865,304.161865,304.161865,304.161865
2024-05-19,308.310669,294.690735,297.771271,302.856903,293.243805,304.142578,303.406586,303.406586,303.406586,303.406586
2024-05-20,307.658386,294.129883,298.543030,304.188995,299.087891,296.294434,306.245758,306.245758,306.245758,306.245758
2024-05-21,300.796204,296.702118,299.559143,307.233734,301.979156,291.994110,308.840851,308.840851,308.840851,308.840851
2024-05-22,298.327911,296.849823,300.684479,306.239624,302.697876,299.466858,308.531830,308.531830,308.531830,308.531830
2024-05-23,297.408356,295.124329,300.465210,303.217743,299.190674,303.098877,306.557953,306.557953,306.557953,306.557953
2024-05-24,302.006012,289.952515,302.440857,305.543030,299.375000,303.892395,302.927521,302.927521,302.927521,302.927521
2024-05-25,304.663544,287.463196,303.824005,308.179688,301.703918,306.325714,302.533142,302.533142,302.533142,302.533142
2024-05-26,304.251495,290.789093,305.344391,308.111725,301.012054,306.652374,303.423492,303.423492,303.423492,303.423492
2024-05-27,304.132263,292.499969,305.674896,306.643494,300.713135,306.322235,301.146973,301.146973,301.146973,301.146973
2024-05-28,305.233215,294.179047,305.726410,305.358185,300.149292,308.413635,300.765808,300.765808,300.765808,300.765808
2024-05-29,304.866669,294.879944,300.781219,304.445679,295.809998,308.982269,301.001068,301.001068,301.001068,301.001068
2024-05-30,301.020874,300.213684,300.699707,303.820801,294.926178,310.883148,298.590393,298.590393,298.590393,298.590393
2024-05-31,295.742462,301.827545,301.052643,301.310394,295.309784,308.391693,297.011353,297.011353,297.011353,297.011353
2024-06-01,296.322021,301.643890,303.353241,302.543304,296.271545,308.254944,298.700562,298.700562,298.700562,298.700562
2024-06-02,293.612732,300.237640,303.494843,303.472107,297.033813,308.155304,303.207153,303.207153,303.207153,303.207153
2024-06-03,294.644073,297.360443,304.010895,304.112610,294.404572,307.968811,303.624115,303.624115,303.624115,303.624115
2024-06-04,292.355804,300.144409,303.618164,303.853943,292.614960,308.573090,303.896179,303.896179,303.896179,303.896179
2024-06-05,292.527496,301.973114,302.361084,303.076508,292.551025,308.246552,303.271088,303.271088,303.271088,303.271088
2024-06-06,293.437164,302.218323,292.604980,299.534607,295.270721,307.262024,300.389343,300.389343,300.389343,300.389343
2024-06-07,292.978333,301.967499,291.284149,296.999603,297.848816,306.924042,297.871307,297.871307,297.871307,297.871307
2024-06-08,292.858490,302.587067,301.300629,295.177704,303.030029,305.165283,295.534729,295.534729,295.534729,295.534729
2024-06-09,296.170685,303.073883,303.308319,294.707764,305.628082,303.005463,294.112885,294.112885,294.112885,294.112885
2024-06-10,296.630066,301.375305,300.812805,298.720184,306.168365,303.414429,296.133545,296.133545,296.133545,296.133545
2024-06-11,299.125122,300.084229,296.191162,304.390411,306.643677,302.607239,304.496674,304.496674,304.496674,304.496674
2024-06-12,301.172852,299.718719,302.714539,308.329285,306.614197,301.189880,305.736542,305.736542,305.736542,305.736542
2024-06-13,301.079285,298.777802,303.637115,308.352356,306.870117,295.525726,305.315186,305.315186,305.315186,305.315186
2024-06-14,299.434753,299.597534,303.903076,308.305939,305.051300,302.975128,304.305267,304.305267,304.305267,304.305267
2024-06-15,297.841339,301.074036,304.903137,309.406555,305.602997,302.470032,304.934143,304.934143,304.934143,304.934143
2024-06-16,296.818298,302.349854,306.456268,309.745667,304.252625,295.401367,303.001770,303.001770,303.001770,303.001770
2024-06-17,302.654297,303.233734,306.802917,306.340393,300.868774,297.442871,301.745575,301.745575,301.745575,301.745575
2024-06-18,304.286591,303.298370,306.689270,305.533539,299.665924,301.747253,303.844086,303.844086,303.844086,303.844086
2024-06-19,303.837952,302.021362,306.691193,304.249847,297.699646,306.115509,303.935211,303.935211,303.935211,303.935211
2024-06-20,306.037628,303.042053,307.056152,302.851318,299.208008,306.135376,303.950745,303.950745,303.950745,303.950745
2024-06-21,305.923584,304.989380,305.425751,303.918610,299.146698,303.794800,303.544830,303.544830,303.544830,303.544830
2024-06-22,303.602142,305.840088,305.150757,304.575653,298.673737,301.189514,306.798035,306.798035,306.798035,306.798035
2024-06-23,303.184113,305.849731,307.004059,304.700439,297.681702,302.324768,307.184662,307.184662,307.184662,307.184662
2024-06-24,304.265350,304.421722,308.325226,306.460541,300.966125,302.727112,305.182800,305.182800,305.182800,305.182800
2024-06-25,304.289825,300.799805,308.994446,307.413177,302.512207,304.498657,303.664215,303.664215,303.664215,303.664215
2024-06-26,301.165161,303.790253,308.806793,307.229675,301.291992,306.219727,304.529816,304.529816,304.529816,304.529816
2024-06-27,308.039337,303.397644,309.034882,306.469604,300.891205,306.879395,306.188843,306.188843,306.188843,306.188843
2024-06-28,308.247589,301.779907,308.805237,305.904663,304.020569,306.306763,306.361603,306.361603,306.361603,306.361603
2024-06-29,309.047516,308.276306,307.447906,306.666107,306.787018,307.062256,305.401886,305.401886,305.401886,305.401886
2024-06-30,308.198364,309.450195,306.089050,307.412537,304.623383,309.144928,308.291199,308.291199,308.291199,308.291199
2024-07-01,308.176697,309.602325,305.987976,307.651764,297.812439,309.896667,310.129272,310.129272,310.129272,310.129272
2024-07-02,306.875946,309.393097,306.526337,307.064697,299.702576,310.299438,311.250458,311.250458,311.250458,311.250458
2024-07-03,305.595398,309.523407,306.530975,306.042969,304.473053,310.609436,311.080170,311.080170,311.080170,311.080170
2024-07-04,309.780731,309.449524,304.151642,306.641724,306.269714,310.059662,310.532806,310.532806,310.532806,310.532806
2024-07-05,310.139862,308.754608,301.765137,309.441681,306.589752,309.714294,307.817657,307.817657,307.817657,307.817657
2024-07-06,309.684021,309.421448,305.364441,311.722168,304.942993,307.475739,307.047577,307.047577,307.047577,307.047577
2024-07-07,309.343414,309.699249,306.167542,312.078400,304.110596,309.440063,306.174530,306.174530,306.174530,306.174530
2024-07-08,307.001282,309.326935,307.069305,310.837555,304.918335,309.401031,307.153442,307.153442,307.153442,307.153442
2024-07-09,305.887115,307.575653,308.655853,308.953705,303.840973,308.909149,308.503265,308.503265,308.503265,308.503265
2024-07-10,308.075287,305.566589,308.608276,307.181152,304.624298,309.609497,308.665588,308.665588,308.665588,308.665588
2024-07-11,308.361603,305.164551,307.494537,307.328613,309.048981,309.182953,306.581451,306.581451,306.581451,306.581451
2024-07-12,311.322601,306.300323,306.870758,307.576508,307.567932,308.251709,303.453339,303.453339,303.453339,303.453339
2024-07-13,311.550964,306.779205,307.236450,307.416534,306.961060,308.300476,304.884583,304.884583,304.884583,304.884583
2024-07-14,311.123230,306.768219,309.974060,308.117065,306.846100,308.463013,305.143280,305.143280,305.143280,305.143280
2024-07-15,310.494690,306.549408,309.721252,308.458344,307.203888,309.581757,305.112915,305.112915,305.112915,305.112915
2024-07-16,310.770111,307.333160,308.229675,308.244812,306.441437,309.821442,305.759033,305.759033,305.759033,305.759033
2024-07-17,311.310791,308.735718,305.977386,308.059143,307.636475,309.381989,307.635132,307.635132,307.635132,307.635132
2024-07-18,311.815247,309.155273,304.745300,308.639038,308.186920,309.229462,308.027039,308.027039,308.027039,308.027039
2024-07-19,313.281006,309.203918,304.460022,308.467346,308.755371,309.830200,310.171906,310.171906,310.171906,310.171906
2024-07-20,312.942780,309.262451,304.594543,308.463440,309.060577,310.791290,312.162689,312.162689,312.162689,312.162689
2024-07-21,311.507599,309.483429,305.178253,309.082855,309.737244,311.190826,312.216034,312.216034,312.216034,312.216034
2024-07-22,310.142517,310.980347,305.543396,309.675171,310.625031,311.024719,310.774841,310.774841,310.774841,310.774841
2024-07-23,306.941772,311.073151,305.494812,308.662811,309.478394,309.416534,310.488129,310.488129,310.488129,310.488129
2024-07-24,308.583496,310.818451,305.562622,307.029724,309.518402,310.463867,310.320740,310.320740,310.320740,310.320740
2024-07-25,312.124786,311.317535,307.447540,306.471161,311.389740,310.344910,310.730347,310.730347,310.730347,310.730347
2024-07-26,311.482086,311.764343,307.557709,307.339050,310.883270,309.989685,310.972809,310.972809,310.972809,310.972809
2024-07-27,312.007812,311.526886,307.391113,308.339966,309.122467,308.804657,311.799103,311.799103,311.799103,311.799103
2024-07-28,311.387207,309.859436,307.244507,309.982727,308.164215,306.531616,312.498322,312.498322,312.498322,312.498322
2024-07-29,311.016724,308.801331,308.665924,310.881866,308.889191,305.498077,312.404144,312.404144,312.404144,312.404144
2024-07-30,310.723389,310.439819,308.613678,311.355194,308.780762,307.160736,311.176941,311.176941,311.176941,311.176941
2024-07-31,310.819122,310.684143,308.628754,312.411499,308.582794,309.497955,309.884460,309.884460,309.884460,309.884460
2024-08-01,310.592285,310.961243,307.875336,311.736816,308.008636,311.136963,309.136749,309.136749,309.136749,309.136749
2024-08-02,310.731415,311.451263,307.777985,310.633148,307.196930,311.127716,307.517731,307.517731,307.517731,307.517731
2024-08-03,310.531982,311.742523,306.119812,309.706757,306.539276,308.803925,310.961212,310.961212,310.961212,310.961212
2024-08-04,309.810455,311.991180,305.356384,308.587067,305.652039,308.931549,310.352142,310.352142,310.352142,310.352142
2024-08-05,309.848267,311.610870,303.965515,309.419281,307.127991,311.373169,308.028687,308.028687,308.028687,308.028687
2024-08-06,309.485199,310.434784,300.813904,308.785828,309.604095,311.834351,304.071381,304.071381,304.071381,304.071381
2024-08-07,309.621490,310.426178,304.076599,307.033081,311.084747,309.622375,304.845764,304.845764,304.845764,304.845764
2024-08-08,307.536926,310.924316,307.107544,307.649017,312.007751,307.941803,308.497101,308.497101,308.497101,308.497101
2024-08-09,305.277405,310.592133,308.509583,307.368866,310.791077,307.036469,310.088867,310.088867,310.088867,310.088867
2024-08-10,307.926331,310.213104,309.803009,307.725616,308.785431,304.966370,310.488342,310.488342,310.488342,310.488342
2024-08-11,307.767334,310.327942,310.425812,308.291595,306.276367,306.516266,310.666504,310.666504,310.666504,310.666504
2024-08-12,305.964508,310.630249,310.447723,308.909973,303.068115,307.194702,311.215240,311.215240,311.215240,311.215240
2024-08-13,308.663208,310.625549,305.206940,309.792114,299.832306,307.360443,312.019135,312.019135,312.019135,312.019135
2024-08-14,310.844208,310.421722,306.907959,309.214935,300.417755,308.930115,311.727081,311.727081,311.727081,311.727081
2024-08-15,311.491333,302.575623,306.940948,308.782349,299.847443,308.354614,311.868988,311.868988,311.868988,311.868988
2024-08-16,311.283691,302.537384,306.847809,307.239990,299.730286,308.095245,310.711578,310.711578,310.711578,310.711578
2024-08-17,309.709778,306.774780,307.276917,307.684326,303.927460,307.396484,308.673126,308.673126,308.673126,308.673126
2024-08-18,306.601593,308.917725,308.158478,307.796692,305.499329,306.699249,309.366882,309.366882,309.366882,309.366882
2024-08-19,306.026733,309.095825,308.915405,307.543762,307.203705,303.007416,309.153046,309.153046,309.153046,309.153046
2024-08-20,304.988647,310.345734,310.352661,304.749756,308.431335,304.555695,308.731232,308.731232,308.731232,308.731232
2024-08-21,306.018463,310.597687,310.395935,305.700470,309.154083,304.495758,308.354065,308.354065,308.354065,308.354065
2024-08-22,306.411072,310.562134,309.759674,305.977844,308.176636,305.527557,307.963745,307.963745,307.963745,307.963745
2024-08-23,305.940826,310.933838,306.987427,306.543701,303.436584,305.873871,306.912109,306.912109,306.912109,306.912109
2024-08-24,305.294800,310.507111,300.617188,306.513306,301.605591,304.983154,306.098663,306.098663,306.098663,306.098663
2024-08-25,307.879211,309.408661,302.320129,304.944763,299.290771,304.883026,308.739899,308.739899,308.739899,308.739899
2024-08-26,308.075867,309.579834,305.783051,302.898376,300.771820,304.726349,308.816040,308.816040,308.816040,308.816040
2024-08-27,307.879059,311.259644,308.815155,303.432709,305.068420,304.887024,307.313141,307.313141,307.313141,307.313141
2024-08-28,305.295319,312.105621,308.922150,304.051178,307.303589,304.554169,304.744110,304.744110,304.744110,304.744110
2024-08-29,305.893188,311.182922,308.595428,305.768372,308.212646,306.352448,305.779907,305.779907,305.779907,305.779907
2024-08-30,307.444550,308.706635,307.008270,304.654388,308.464569,308.485992,306.240997,306.240997,306.240997,306.240997
2024-08-31,308.042358,305.748566,307.345062,302.557220,306.883453,309.166046,307.968750,307.968750,307.968750,307.968750
2024-09-01,307.713562,307.291382,309.003479,300.119476,304.537323,308.691711,309.072540,309.072540,309.072540,309.072540
2024-09-02,304.839081,308.553955,309.057220,296.138733,305.609650,306.851135,309.693420,309.693420,309.693420,309.693420
2024-09-03,302.479645,309.019226,308.174225,296.967712,306.060638,304.022705,308.991058,308.991058,308.991058,308.991058
2024-09-04,299.389404,309.083893,307.000824,298.185883,304.661346,302.986664,307.743988,307.743988,307.743988,307.743988
2024-09-05,304.981415,307.869324,306.730072,297.834930,301.877808,298.962891,304.379028,304.379028,304.379028,304.379028
2024-09-06,304.613831,307.804016,302.852661,296.158783,297.858795,295.647736,301.142181,301.142181,301.142181,301.142181
2024-09-07,306.449188,308.376282,302.930298,295.710327,297.602997,299.384094,301.457397,301.457397,301.457397,301.457397
2024-09-08,306.139923,305.099701,303.923218,300.199951,301.225311,300.609497,304.989410,304.989410,304.989410,304.989410
2024-09-09,304.833008,303.522003,306.443695,295.325623,300.842377,302.582092,305.972992,305.972992,305.972992,305.972992
2024-09-10,305.506317,301.746613,306.613525,295.298523,298.603699,304.068420,308.230438,308.230438,308.230438,308.230438
2024-09-11,307.484497,306.724518,299.582336,295.467743,299.221771,302.762329,308.888489,308.888489,308.888489,308.888489
2024-09-12,307.220947,306.634552,298.389221,293.915771,300.621979,299.611328,309.073090,309.073090,309.073090,309.073090
2024-09-13,307.858154,305.325134,295.968445,296.134155,302.278595,302.080994,308.421082,308.421082,308.421082,308.421082
2024-09-14,306.762115,304.664490,292.138031,298.790192,304.505981,303.831848,308.255188,308.255188,308.255188,308.255188
2024-09-15,306.250793,306.552917,290.577332,301.008392,305.389557,306.032104,307.387970,307.387970,307.387970,307.387970
2024-09-16,300.897705,307.089142,292.163391,302.886993,303.667725,307.204010,305.997314,305.997314,305.997314,305.997314
2024-09-17,294.151917,306.303162,299.539764,302.845367,297.942139,306.973083,304.217377,304.217377,304.217377,304.217377
2024-09-18,296.110657,307.133881,302.297180,301.444611,301.868652,306.795349,303.710571,303.710571,303.710571,303.710571
2024-09-19,297.835785,307.909424,302.199890,301.249115,300.383667,306.968842,303.531830,303.531830,303.531830,303.531830
2024-09-20,298.474487,307.609009,300.086456,301.593994,294.232178,306.544861,303.153687,303.153687,303.153687,303.153687
2024-09-21,298.257874,307.169739,292.012268,301.474274,290.422760,305.620728,302.897278,302.897278,302.897278,302.897278
2024-09-22,297.836334,307.084778,293.409180,300.558258,292.986877,305.842621,301.293121,301.293121,301.293121,301.293121
2024-09-23,296.487152,304.468811,296.014648,299.508301,292.764374,304.733246,298.738495,298.738495,298.738495,298.738495
2024-09-24,296.612640,303.581696,293.732941,300.567078,294.708282,302.477264,297.838806,297.838806,297.838806,297.838806
2024-09-25,296.468964,303.442657,292.546021,301.919342,295.146027,302.443817,298.704041,298.704041,298.704041,298.704041
2024-09-26,295.771332,301.756958,292.518829,301.979889,294.169220,304.045654,299.095490,299.095490,299.095490,299.095490
2024-09-27,294.010162,293.371185,292.806183,301.192078,297.310455,303.241699,298.252899,298.252899,298.252899,298.252899
2024-09-28,295.158234,295.986633,296.628113,300.924469,299.619385,304.093475,295.645264,295.645264,295.645264,295.645264
2024-09-29,294.344879,296.904449,300.484741,299.698242,296.550568,296.699036,290.927795,290.927795,290.927795,290.927795
2024-09-30,293.022461,302.918762,300.311432,299.811829,283.103943,296.265747,290.948059,290.948059,290.948059,290.948059
2024-10-01,298.346558,302.504852,296.306458,296.158356,286.075958,297.223938,291.220673,291.220673,291.220673,291.220673
2024-10-02,299.400177,293.002167,294.793396,291.286591,286.085388,297.634521,291.220154,291.220154,291.220154,291.220154
2024-10-03,297.761444,294.219543,289.452698,289.862427,285.699310,300.687622,292.406891,292.406891,292.406891,292.406891
2024-10-04,290.347198,297.136475,292.945282,288.586914,289.950348,303.620392,295.681366,295.681366,295.681366,295.681366
2024-10-05,289.141907,297.742859,297.886078,292.010132,294.449768,302.183533,296.071594,296.071594,296.071594,296.071594
2024-10-06,288.337769,296.389984,297.724823,292.906921,297.013062,300.066681,295.680542,295.680542,295.680542,295.680542
2024-10-07,291.911255,291.093597,294.812958,295.261108,299.483673,298.424225,290.630371,290.630371,290.630371,290.630371
2024-10-08,294.210144,288.183502,297.472809,296.950531,297.293854,299.050812,290.242096,290.242096,290.242096,290.242096
2024-10-09,293.678589,287.536621,298.827240,297.494263,294.781952,298.576996,290.051300,290.051300,290.051300,290.051300
2024-10-10,293.055634,283.810272,298.827118,294.834595,299.471588,300.144653,290.581512,290.581512,290.581512,290.581512
2024-10-11,294.896027,285.203552,298.703827,294.508667,297.243713,301.573792,291.457214,291.457214,291.457214,291.457214
2024-10-12,295.286530,278.776001,299.824188,292.608704,294.294067,302.746887,293.212219,293.212219,293.212219,293.212219
2024-10-13,299.097473,279.152679,299.441406,295.584930,296.695648,301.263397,295.035217,295.035217,295.035217,295.035217
2024-10-14,298.926758,283.561432,296.748169,297.102386,294.794189,296.943481,294.518768,294.518768,294.518768,294.518768
2024-10-15,298.103424,285.782227,292.505768,298.147491,284.740601,295.844238,292.081482,292.081482,292.081482,292.081482
2024-10-16,296.011597,292.107910,294.381470,299.020142,289.226959,295.874939,293.505524,293.505524,293.505524,293.505524
2024-10-17,295.804260,296.070038,296.562744,299.376190,292.780304,295.422302,294.028687,294.028687,294.028687,294.028687
2024-10-18,297.385498,295.956146,296.308624,300.010803,292.181854,294.603516,294.991364,294.991364,294.991364,294.991364
2024-10-19,297.150696,291.879181,295.651062,298.729218,289.437927,288.352539,295.364594,295.364594,295.364594,295.364594
2024-10-20,297.533630,286.967743,296.544342,298.674622,291.529633,288.341736,295.010742,295.010742,295.010742,295.010742
2024-10-21,297.375244,285.088379,297.098267,297.386200,290.565308,285.919342,293.544525,293.544525,293.544525,293.544525
2024-10-22,296.849884,284.373199,296.590912,296.312653,283.219330,290.456238,292.200104,292.200104,292.200104,292.200104
2024-10-23,293.368530,289.107819,289.972717,294.386169,283.474579,294.182251,291.815247,291.815247,291.815247,291.815247
2024-10-24,290.170593,292.248657,282.408020,290.887665,285.947571,295.225616,293.431366,293.431366,293.431366,293.431366
2024-10-25,294.051453,293.229492,289.257629,292.963165,290.175812,294.716278,293.357117,293.357117,293.357117,293.357117
2024-10-26,295.459595,293.307892,290.414642,293.882538,288.671448,294.275818,294.397308,294.397308,294.397308,294.397308
2024-10-27,294.720490,292.987885,291.917664,294.066376,285.595306,293.680145,295.364471,295.364471,295.364471,295.364471
2024-10-28,292.258575,288.960724,291.759796,292.630463,286.677368,293.475922,294.655121,294.655121,294.655121,294.655121
2024-10-29,291.056122,284.156311,290.250000,292.168854,288.495667,295.051666,294.449615,294.449615,294.449615,294.449615
2024-10-30,286.699280,286.271759,288.194366,290.812103,289.345856,295.917664,294.418549,294.418549,294.418549,294.418549
2024-10-31,290.500061,285.608215,290.260132,289.339539,292.228302,295.411407,294.882446,294.882446,294.882446,294.882446
2024-11-01,290.307678,280.088745,290.528503,289.728912,295.095367,295.844055,294.959808,294.959808,294.959808,294.959808
2024-11-02,293.671753,276.351562,290.177673,292.721893,295.515991,294.771881,295.194824,295.194824,295.194824,295.194824
2024-11-03,295.663818,278.642914,289.045929,292.013000,295.390076,290.850677,294.539032,294.539032,294.539032,294.539032
2024-11-04,294.583038,282.863892,288.585022,291.176544,294.768890,293.950317,294.680573,294.680573,294.680573,294.680573
2024-11-05,296.899139,284.839630,290.127625,293.895142,292.718353,292.372162,294.720703,294.720703,294.720703,294.720703
2024-11-06,295.264862,285.349457,290.532288,295.529785,288.336548,290.257050,294.590668,294.590668,294.590668,294.590668
2024-11-07,285.231720,286.540863,290.232819,293.101898,288.110229,285.332123,294.448395,294.448395,294.448395,294.448395
2024-11-08,288.785217,285.923737,288.417114,288.519012,286.230560,283.894562,294.475189,294.475189,294.475189,294.475189
2024-11-09,287.358185,284.908356,285.923950,284.091614,286.478271,280.813995,291.904663,291.904663,291.904663,291.904663
2024-11-10,284.038910,285.410248,288.855927,281.855530,290.964844,279.629669,292.506836,292.506836,292.506836,292.506836
2024-11-11,285.201752,285.431488,289.812286,280.900818,289.787720,279.650360,293.383667,293.383667,293.383667,293.383667
2024-11-12,290.555328,286.437683,292.350250,284.654297,286.631378,278.809174,295.573608,295.573608,295.573608,295.573608
2024-11-13,289.874237,286.937683,292.254150,286.582092,286.124237,275.994995,295.992462,295.992462,295.992462,295.992462
2024-11-14,289.496979,286.991028,286.494446,285.540039,280.998627,283.039642,295.861816,295.861816,295.861816,295.861816
2024-11-15,289.637085,285.847015,279.641693,277.966217,279.453766,283.245270,293.515656,293.515656,293.515656,293.515656
2024-11-16,286.211731,285.477478,282.289093,275.940430,280.035400,283.826965,288.239044,288.239044,288.239044,288.239044
2024-11-17,280.639221,288.526245,285.228943,277.192780,280.413513,283.984406,287.495941,287.495941,287.495941,287.495941
2024-11-18,287.218597,279.862000,286.377350,278.831879,279.564423,285.074829,292.750519,292.750519,292.750519,292.750519
2024-11-19,285.493011,282.894440,286.981384,284.555969,278.311890,284.898712,293.725616,293.725616,293.725616,293.725616
2024-11-20,282.149750,284.747559,287.588867,287.762543,278.802887,276.845490,293.980804,293.980804,293.980804,293.980804
2024-11-21,279.410614,288.227081,285.160919,288.248779,278.683167,281.138092,294.360016,294.360016,294.360016,294.360016
2024-11-22,283.456818,287.597168,281.181793,284.636627,277.968506,283.651764,295.213531,295.213531,295.213531,295.213531
2024-11-23,282.423462,285.978088,277.527557,277.724091,276.868896,284.867310,294.608887,294.608887,294.608887,294.608887
2024-11-24,286.504120,279.237823,276.623810,273.942047,278.314301,283.878662,293.583405,293.583405,293.583405,293.583405
2024-11-25,288.570465,276.286499,278.045502,271.468109,279.347961,287.656250,287.050873,287.050873,287.050873,287.050873
2024-11-26,290.356476,280.745270,280.960632,276.240448,281.771698,287.945984,289.871124,289.871124,289.871124,289.871124
2024-11-27,287.519226,282.724426,284.699860,282.360840,284.826447,285.798035,289.424438,289.424438,289.424438,289.424438
2024-11-28,291.201202,281.602448,285.388947,283.819153,287.498566,290.838898,286.378448,286.378448,286.378448,286.378448
2024-11-29,291.010254,279.739319,283.300903,281.988892,286.951385,288.755707,285.878418,285.878418,285.878418,285.878418
2024-11-30,288.246368,281.260559,282.178467,280.277679,283.696716,289.871033,281.475342,281.475342,281.475342,281.475342
