#Variables:
#tasmin_CCSM4_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmin_GFDL-ESM2M_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmin_GFDL-ESM2G_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmin_HadGEM2-CC365_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmin_MIROC5_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmin_NorESM1-M_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmin_bcc-csm1-1_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmin_bcc-csm1-1_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmin_bcc-csm1-1_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmin_bcc-csm1-1_rcp45(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 40.3545 Latitude, -117.1889 Longitude (closest value to Latitude:40.3384, Longitude:-117.2018) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CCSM4_r6i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_GFDL-ESM2M_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_GFDL-ESM2G_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_HadGEM2-CC365_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_MIROC5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_NorESM1-M_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmin_CCSM4_rcp45(K),tasmin_GFDL-ESM2M_rcp45(K),tasmin_GFDL-ESM2G_rcp45(K),tasmin_HadGEM2-CC365_rcp45(K),tasmin_MIROC5_rcp45(K),tasmin_NorESM1-M_rcp45(K),tasmin_bcc-csm1-1_rcp45(K),tasmin_bcc-csm1-1_rcp45(K),tasmin_bcc-csm1-1_rcp45(K),tasmin_bcc-csm1-1_rcp45(K)"
""
yyyy-mm-dd,tasmin_CCSM4_rcp45(K),tasmin_GFDL-ESM2M_rcp45(K),tasmin_GFDL-ESM2G_rcp45(K),tasmin_HadGEM2-CC365_rcp45(K),tasmin_MIROC5_rcp45(K),tasmin_NorESM1-M_rcp45(K),tasmin_bcc-csm1-1_rcp45(K),tasmin_bcc-csm1-1_rcp45(K),tasmin_bcc-csm1-1_rcp45(K),tasmin_bcc-csm1-1_rcp45(K)
2022-12-12,261.872375,267.029968,264.604889,260.990143,262.092377,267.721344,264.634460,264.634460,264.634460,264.634460
2022-12-13,261.832336,267.407959,265.972839,256.288971,257.070007,269.334473,265.285614,265.285614,265.285614,265.285614
2022-12-14,263.071808,262.173431,269.550751,260.657532,262.244446,268.806580,266.166443,266.166443,266.166443,266.166443
2022-12-15,262.046112,261.209808,270.848999,263.919586,258.444641,265.394470,267.131226,267.131226,267.131226,267.131226
2022-12-16,262.539001,257.450684,270.856720,264.353729,256.984314,261.994019,264.520569,264.520569,264.520569,264.520569
2022-12-17,263.442657,254.437134,270.935699,262.528442,259.343292,262.259125,264.564880,264.564880,264.564880,264.564880
2022-12-18,266.007477,257.224091,273.315033,263.025909,255.630844,265.340118,262.679779,262.679779,262.679779,262.679779
2022-12-19,267.590149,259.536438,268.482269,265.943542,251.064880,270.989563,258.800537,258.800537,258.800537,258.800537
2022-12-20,269.260712,260.735077,266.506256,263.689728,249.901276,272.140350,258.819611,258.819611,258.819611,258.819611
2022-12-21,270.930511,258.261932,265.059021,265.996796,248.935745,273.261230,262.309082,262.309082,262.309082,262.309082
2022-12-22,270.480286,260.509460,263.919617,265.328644,261.312653,271.704407,260.678925,260.678925,260.678925,260.678925
2022-12-23,264.366608,265.980713,268.843994,267.664459,263.334106,269.248077,260.735352,260.735352,260.735352,260.735352
2022-12-24,266.971954,268.522827,267.604706,265.245056,264.377747,268.250031,260.721039,260.721039,260.721039,260.721039
2022-12-25,267.294952,261.238892,262.373016,268.193970,263.124054,270.111115,260.348328,260.348328,260.348328,260.348328
2022-12-26,265.536346,260.562042,265.365875,265.554779,264.634918,268.964050,261.854492,261.854492,261.854492,261.854492
2022-12-27,264.788605,262.793396,266.298218,263.932465,265.420471,272.665253,264.102386,264.102386,264.102386,264.102386
2022-12-28,266.195557,265.430176,268.185547,264.193451,263.350891,271.913910,266.748383,266.748383,266.748383,266.748383
2022-12-29,266.014404,265.563690,271.976288,271.387939,263.862030,274.256531,270.332886,270.332886,270.332886,270.332886
2022-12-30,264.469696,269.914886,269.104004,267.650391,262.640808,271.300720,269.710114,269.710114,269.710114,269.710114
2022-12-31,267.357025,261.986420,260.105133,267.249451,261.528320,267.336121,269.341309,269.341309,269.341309,269.341309
2023-01-01,267.256195,262.411652,262.911621,269.076599,265.850342,268.259094,267.865967,267.865967,267.865967,267.865967
2023-01-02,264.352966,266.631073,268.207367,270.128326,259.366272,268.089203,271.798126,271.798126,271.798126,271.798126
2023-01-03,264.291199,263.864471,260.799591,270.453888,260.060760,267.380005,274.292480,274.292480,274.292480,274.292480
2023-01-04,263.802856,261.845520,269.151489,269.923950,264.688110,268.049927,273.595367,273.595367,273.595367,273.595367
2023-01-05,268.104187,264.748322,270.519775,270.872528,266.083618,268.110840,273.427185,273.427185,273.427185,273.427185
2023-01-06,267.635010,264.934082,267.028198,269.175751,263.395325,268.123322,267.137207,267.137207,267.137207,267.137207
2023-01-07,268.440491,268.729797,269.310272,269.976868,257.459045,266.548157,268.106659,268.106659,268.106659,268.106659
2023-01-08,265.099884,270.574982,265.974213,269.155731,263.773376,266.691284,268.837006,268.837006,268.837006,268.837006
2023-01-09,267.377136,273.237946,264.440155,266.308075,263.163147,265.529510,270.609344,270.609344,270.609344,270.609344
2023-01-10,270.153137,268.386444,260.403168,260.714294,255.063995,266.720917,272.433960,272.433960,272.433960,272.433960
2023-01-11,271.170685,263.862518,265.443695,260.794830,258.832947,266.652039,270.324127,270.324127,270.324127,270.324127
2023-01-12,271.454803,267.564484,265.936859,264.065674,261.741699,266.751831,267.819244,267.819244,267.819244,267.819244
2023-01-13,269.902954,267.292084,260.062988,269.764404,259.677551,267.386414,267.403564,267.403564,267.403564,267.403564
2023-01-14,271.467712,267.223907,263.771149,265.673279,257.794922,266.251648,267.993439,267.993439,267.993439,267.993439
2023-01-15,269.243103,268.369293,263.991821,259.833038,259.966064,266.898682,268.113678,268.113678,268.113678,268.113678
2023-01-16,265.868073,267.445740,268.242920,257.458405,261.498962,265.562592,266.817047,266.817047,266.817047,266.817047
2023-01-17,265.669250,263.089142,265.602051,259.561432,265.371277,265.321869,265.437805,265.437805,265.437805,265.437805
2023-01-18,265.873474,262.962646,262.438354,261.312500,262.623566,266.295044,264.787903,264.787903,264.787903,264.787903
2023-01-19,264.248291,262.762604,261.507263,262.806152,264.798126,266.005005,265.203186,265.203186,265.203186,265.203186
2023-01-20,263.698242,262.256012,261.841553,262.357635,257.952423,267.076141,267.026550,267.026550,267.026550,267.026550
2023-01-21,265.675171,266.861908,268.588135,259.920532,255.681015,266.247314,267.163666,267.163666,267.163666,267.163666
2023-01-22,267.360046,260.928802,264.637695,261.788361,257.062073,266.864014,267.903656,267.903656,267.903656,267.903656
2023-01-23,264.370270,258.654572,262.700134,267.054565,262.586700,267.007477,266.750031,266.750031,266.750031,266.750031
2023-01-24,264.403595,257.422180,264.140900,266.402374,265.267395,266.003906,266.365570,266.365570,266.365570,266.365570
2023-01-25,262.861328,261.766632,263.359955,263.324677,264.096893,264.464203,267.753387,267.753387,267.753387,267.753387
2023-01-26,262.551025,264.924744,258.498230,264.310974,264.251678,261.751160,273.277191,273.277191,273.277191,273.277191
2023-01-27,262.978394,262.463562,259.154907,262.456268,263.836151,263.210144,272.271118,272.271118,272.271118,272.271118
2023-01-28,264.640747,262.380035,260.484497,263.519409,259.733398,265.432159,272.737396,272.737396,272.737396,272.737396
2023-01-29,265.087463,272.248444,262.366333,266.350952,256.633942,267.954224,274.022827,274.022827,274.022827,274.022827
2023-01-30,268.802948,266.354492,265.211487,265.323151,260.946747,269.065186,272.703156,272.703156,272.703156,272.703156
2023-01-31,271.048004,268.875977,266.901276,267.038300,269.928558,269.660309,273.399384,273.399384,273.399384,273.399384
2023-02-01,271.552399,272.470856,270.786438,269.841217,265.075287,268.730225,274.404358,274.404358,274.404358,274.404358
2023-02-02,268.586090,273.740662,262.181091,268.411438,258.020935,268.472961,271.963196,271.963196,271.963196,271.963196
2023-02-03,268.204529,267.299591,259.462067,267.775299,263.749298,268.196106,270.392487,270.392487,270.392487,270.392487
2023-02-04,265.068665,257.155853,259.944550,266.227936,262.909790,266.847351,273.499542,273.499542,273.499542,273.499542
2023-02-05,267.498962,254.362549,262.588409,265.953094,261.169037,266.715546,269.751343,269.751343,269.751343,269.751343
2023-02-06,266.510315,253.347610,263.437531,263.926575,262.151581,266.719971,267.029938,267.029938,267.029938,267.029938
2023-02-07,270.383118,253.490494,267.373871,263.172882,260.293884,267.583862,267.778656,267.778656,267.778656,267.778656
2023-02-08,271.317474,252.310043,270.667603,263.966492,262.050049,270.508636,272.444611,272.444611,272.444611,272.444611
2023-02-09,267.960724,258.979156,268.786621,265.539886,261.409302,268.598053,271.110474,271.110474,271.110474,271.110474
2023-02-10,269.063416,262.995514,262.723450,266.910858,260.997375,269.091797,264.702423,264.702423,264.702423,264.702423
2023-02-11,267.298279,266.214966,265.010864,265.450928,262.123810,271.411072,259.434509,259.434509,259.434509,259.434509
2023-02-12,268.676941,265.117035,273.165771,265.447845,259.741821,274.316101,264.152802,264.152802,264.152802,264.152802
2023-02-13,272.008331,259.410095,273.475342,268.446533,261.609009,274.313812,266.460205,266.460205,266.460205,266.460205
2023-02-14,273.596710,263.520691,273.682861,271.482422,261.627991,274.211365,267.293549,267.293549,267.293549,267.293549
2023-02-15,268.053619,266.231049,274.530060,266.996979,270.610046,274.139648,266.391418,266.391418,266.391418,266.391418
2023-02-16,268.528564,263.090607,274.242889,263.691650,270.416779,271.877655,263.218689,263.218689,263.218689,263.218689
2023-02-17,273.441498,258.338928,270.199280,266.806458,271.595734,271.037018,266.864594,266.864594,266.864594,266.864594
2023-02-18,270.963135,267.507751,270.402588,266.144836,268.746887,271.049683,267.301178,267.301178,267.301178,267.301178
2023-02-19,265.486145,269.110474,270.600891,264.645599,270.256348,271.067291,267.466248,267.466248,267.466248,267.466248
2023-02-20,268.674683,269.188538,270.419189,267.516846,268.512695,272.732330,266.974487,266.974487,266.974487,266.974487
2023-02-21,271.999512,270.860016,268.188477,266.180420,272.411255,274.469360,267.907776,267.907776,267.907776,267.907776
2023-02-22,270.485535,271.853210,268.577271,262.011505,269.042725,274.624084,266.982117,266.982117,266.982117,266.982117
2023-02-23,268.145294,271.520782,268.370667,261.189484,269.141663,275.710175,269.444000,269.444000,269.444000,269.444000
2023-02-24,270.633606,273.520325,268.477936,260.825348,266.965363,276.023010,268.089813,268.089813,268.089813,268.089813
2023-02-25,271.573608,272.207123,269.582428,265.049408,268.344269,275.785004,267.187561,267.187561,267.187561,267.187561
2023-02-26,271.981293,272.574249,271.677582,268.933777,268.053955,274.690887,267.277588,267.277588,267.277588,267.277588
2023-02-27,271.060760,276.284760,269.661835,267.834564,269.004517,272.869568,269.149994,269.149994,269.149994,269.149994
2023-02-28,271.539551,273.085419,270.848602,267.994873,266.080109,275.064117,265.259735,265.259735,265.259735,265.259735
2023-03-01,271.533386,272.172272,269.688904,269.910858,268.243835,278.451416,269.315308,269.315308,269.315308,269.315308
2023-03-02,271.865936,271.431122,271.298065,274.811279,272.610291,270.393890,270.392731,270.392731,270.392731,270.392731
2023-03-03,271.684570,276.729340,271.908752,271.454834,269.849701,270.166718,270.362213,270.362213,270.362213,270.362213
2023-03-04,272.184479,274.698883,273.651611,270.660126,273.880341,270.434326,270.320099,270.320099,270.320099,270.320099
2023-03-05,270.552734,269.971649,272.114044,263.520996,270.457367,270.500092,270.117035,270.117035,270.117035,270.117035
2023-03-06,271.024719,270.982880,273.417389,264.560303,272.792969,270.412170,270.941040,270.941040,270.941040,270.941040
2023-03-07,269.260376,273.049103,273.635773,268.936218,270.875244,270.764435,271.330078,271.330078,271.330078,271.330078
2023-03-08,268.338013,272.363464,272.113312,267.471191,269.527557,270.248779,273.640320,273.640320,273.640320,273.640320
2023-03-09,270.208496,269.238434,275.165222,273.799957,270.502533,270.073975,271.150360,271.150360,271.150360,271.150360
2023-03-10,269.911255,270.143036,276.234161,265.024170,269.374359,269.503601,275.577271,275.577271,275.577271,275.577271
2023-03-11,271.372101,268.004333,273.509735,263.387299,269.681702,269.509064,276.515076,276.515076,276.515076,276.515076
2023-03-12,271.034698,268.262299,272.960022,271.812622,269.459290,270.826416,276.579315,276.579315,276.579315,276.579315
2023-03-13,272.342865,272.346039,275.330505,266.232788,271.098663,270.213043,272.722137,272.722137,272.722137,272.722137
2023-03-14,272.692017,272.294525,272.703857,264.841125,271.574280,270.417847,270.946716,270.946716,270.946716,270.946716
2023-03-15,273.261414,271.761047,272.688751,270.504150,271.711426,270.398407,269.346222,269.346222,269.346222,269.346222
2023-03-16,275.586548,268.598450,275.327789,269.673370,270.450409,271.082947,271.076782,271.076782,271.076782,271.076782
2023-03-17,271.635712,262.692596,277.528961,273.217957,270.679138,270.409546,270.909790,270.909790,270.909790,270.909790
2023-03-18,273.452545,254.452057,273.984802,278.847412,272.357269,270.977142,269.674896,269.674896,269.674896,269.674896
2023-03-19,271.877838,260.893402,274.371490,274.638947,271.220764,270.633087,272.106567,272.106567,272.106567,272.106567
2023-03-20,269.473358,265.454681,271.388580,279.606659,271.032837,270.696655,274.727661,274.727661,274.727661,274.727661
2023-03-21,271.503052,268.969208,271.313049,279.352417,271.852661,270.123749,270.313751,270.313751,270.313751,270.313751
2023-03-22,270.560730,268.721039,271.714569,267.346436,271.042084,269.835754,270.329559,270.329559,270.329559,270.329559
2023-03-23,273.984528,267.775818,270.259125,268.804260,271.413330,269.850800,272.030060,272.030060,272.030060,272.030060
2023-03-24,274.973236,269.912079,271.806061,272.941803,270.836365,269.519745,271.812134,271.812134,271.812134,271.812134
2023-03-25,275.448669,272.650940,270.509094,274.483521,272.305542,269.496277,273.177643,273.177643,273.177643,273.177643
2023-03-26,273.858459,275.420227,270.229462,272.687622,270.383636,274.000702,273.083282,273.083282,273.083282,273.083282
2023-03-27,271.354645,272.663208,270.858643,269.438507,272.030487,274.128418,270.753418,270.753418,270.753418,270.753418
2023-03-28,271.153595,274.577118,271.688507,272.464417,269.997894,274.045624,269.641907,269.641907,269.641907,269.641907
2023-03-29,275.839722,276.355713,271.621979,272.049591,271.091339,274.311462,269.094299,269.094299,269.094299,269.094299
2023-03-30,273.873474,275.733673,271.873993,272.187592,270.751984,273.852783,268.699921,268.699921,268.699921,268.699921
2023-03-31,273.511292,272.096283,271.978546,272.403137,272.661102,272.957275,269.971100,269.971100,269.971100,269.971100
2023-04-01,271.528839,277.892975,272.787720,269.323334,271.958923,273.372559,272.523438,272.523438,272.523438,272.523438
2023-04-02,270.398041,280.766266,275.635406,270.529724,275.532898,271.254761,274.612061,274.612061,274.612061,274.612061
2023-04-03,272.725922,280.805237,279.185303,270.963318,276.697021,274.570312,271.696625,271.696625,271.696625,271.696625
2023-04-04,275.063995,279.136322,277.608459,270.074036,275.818542,272.747284,271.221802,271.221802,271.221802,271.221802
2023-04-05,272.627625,277.306915,276.220734,273.263763,274.484100,272.584534,272.743866,272.743866,272.743866,272.743866
2023-04-06,275.612610,276.043060,275.257202,274.240753,275.437012,271.214874,273.052277,273.052277,273.052277,273.052277
2023-04-07,272.627167,271.597565,277.105438,269.858337,278.215729,273.945923,271.208405,271.208405,271.208405,271.208405
2023-04-08,273.623993,269.694275,274.602631,267.656586,276.096954,273.962494,269.219818,269.219818,269.219818,269.219818
2023-04-09,268.687012,272.451050,276.410156,269.153992,275.543579,271.712402,267.625031,267.625031,267.625031,267.625031
2023-04-10,268.749207,271.678345,275.482758,271.263947,269.221436,274.165680,270.579498,270.579498,270.579498,270.579498
2023-04-11,273.179810,272.461334,278.189087,271.075897,270.431854,275.819366,270.892761,270.892761,270.892761,270.892761
2023-04-12,274.396515,271.319031,281.943359,270.481567,270.256866,278.047028,270.649139,270.649139,270.649139,270.649139
2023-04-13,272.752899,271.693726,278.797058,268.762299,270.085968,278.508575,271.334229,271.334229,271.334229,271.334229
2023-04-14,270.307831,270.834900,279.032074,272.345306,267.409546,278.308228,278.368408,278.368408,278.368408,278.368408
2023-04-15,275.274933,272.467560,273.459595,273.853363,271.093567,277.569733,278.149719,278.149719,278.149719,278.149719
2023-04-16,275.516785,273.973511,274.877045,273.856689,270.207428,276.873993,277.603119,277.603119,277.603119,277.603119
2023-04-17,273.497498,275.498138,280.779938,276.679260,270.156006,276.146729,276.955292,276.955292,276.955292,276.955292
2023-04-18,271.677429,280.480499,282.138153,276.573395,273.748871,276.223907,282.244202,282.244202,282.244202,282.244202
2023-04-19,273.803070,280.019073,279.825989,279.405792,277.344635,276.692230,280.637543,280.637543,280.637543,280.637543
2023-04-20,271.525391,279.675598,275.942627,275.623566,271.324829,276.706329,276.786194,276.786194,276.786194,276.786194
2023-04-21,273.041168,274.031647,278.032654,271.175293,271.284180,274.931885,276.178711,276.178711,276.178711,276.178711
2023-04-22,275.153229,274.248627,276.654602,273.895905,274.271515,277.552704,279.280365,279.280365,279.280365,279.280365
2023-04-23,271.187378,276.178223,275.495819,277.342499,278.341156,277.049408,276.172089,276.172089,276.172089,276.172089
2023-04-24,270.159424,273.030029,277.011780,278.574249,280.660248,278.035767,276.562988,276.562988,276.562988,276.562988
2023-04-25,273.363586,273.992004,277.563934,278.719391,280.220276,277.683167,281.179382,281.179382,281.179382,281.179382
2023-04-26,272.250366,273.967041,275.801422,278.781006,277.430237,276.991180,279.527588,279.527588,279.527588,279.527588
2023-04-27,275.184845,274.336853,272.020599,276.261169,276.729309,274.333588,277.131897,277.131897,277.131897,277.131897
2023-04-28,277.109375,273.399780,272.156616,271.215332,273.321014,274.057709,270.019196,270.019196,270.019196,270.019196
2023-04-29,275.780640,274.190582,274.474304,269.765198,276.411743,275.321686,277.927948,277.927948,277.927948,277.927948
2023-04-30,275.038940,275.171265,277.354156,272.536499,277.117340,274.864136,271.170105,271.170105,271.170105,271.170105
2023-05-01,275.888885,275.441406,279.026337,274.209473,275.049164,275.341858,274.984467,274.984467,274.984467,274.984467
2023-05-02,275.475739,276.706573,280.378479,271.283813,276.787323,280.029572,274.437225,274.437225,274.437225,274.437225
2023-05-03,274.839081,279.574890,280.527710,272.830902,274.614288,275.766785,271.672180,271.672180,271.672180,271.672180
2023-05-04,274.774719,279.669708,275.156525,271.988525,271.943085,277.984894,268.827271,268.827271,268.827271,268.827271
2023-05-05,277.384277,275.872620,274.184265,273.682373,273.728302,276.849243,276.380554,276.380554,276.380554,276.380554
2023-05-06,277.874481,273.675690,278.153137,274.738586,277.786469,281.519287,275.954010,275.954010,275.954010,275.954010
2023-05-07,278.124695,272.934998,276.905304,276.240601,275.704498,278.827240,273.640961,273.640961,273.640961,273.640961
2023-05-08,275.429932,272.470062,273.184509,280.264526,277.157654,275.244202,274.595734,274.595734,274.595734,274.595734
2023-05-09,275.991394,275.415253,276.241638,283.261505,278.370483,271.972504,277.433350,277.433350,277.433350,277.433350
2023-05-10,268.851685,277.763367,276.283051,284.786011,278.159515,277.761597,281.201843,281.201843,281.201843,281.201843
2023-05-11,274.804749,277.216888,278.445282,286.200684,279.089905,276.095154,278.005096,278.005096,278.005096,278.005096
2023-05-12,272.615570,278.660950,278.001312,287.596771,277.037476,270.545319,274.940857,274.940857,274.940857,274.940857
2023-05-13,273.266602,275.028168,280.812714,288.103790,278.964783,270.276794,273.426758,273.426758,273.426758,273.426758
2023-05-14,277.403809,277.765778,280.286743,287.693512,277.314240,273.658691,273.812164,273.812164,273.812164,273.812164
2023-05-15,276.879791,277.688507,274.941559,287.625488,274.774323,271.046143,274.108032,274.108032,274.108032,274.108032
2023-05-16,275.398865,277.440155,275.023590,283.702637,273.980835,274.549377,272.048859,272.048859,272.048859,272.048859
2023-05-17,273.599213,277.884644,276.497803,284.590881,276.170410,281.253601,271.354828,271.354828,271.354828,271.354828
2023-05-18,276.564423,276.549377,279.002563,283.452271,277.654480,279.240479,272.593384,272.593384,272.593384,272.593384
2023-05-19,281.750122,276.934204,279.337494,282.382782,277.254944,282.837555,271.575775,271.575775,271.575775,271.575775
2023-05-20,276.915588,278.373596,282.548676,280.678589,279.357086,279.092010,273.182068,273.182068,273.182068,273.182068
2023-05-21,275.936066,280.331818,280.199463,282.242004,279.631805,282.401489,277.807190,277.807190,277.807190,277.807190
2023-05-22,276.017975,278.531036,281.266144,284.265381,280.368713,284.933777,277.409210,277.409210,277.409210,277.409210
2023-05-23,277.115143,280.320557,282.116394,282.365540,282.520874,285.758759,275.998047,275.998047,275.998047,275.998047
2023-05-24,276.545471,283.749359,284.905670,283.604004,281.505737,283.330872,278.288940,278.288940,278.288940,278.288940
2023-05-25,276.377136,281.120544,281.962677,281.785095,284.384552,282.844360,280.994171,280.994171,280.994171,280.994171
2023-05-26,273.544189,281.378052,279.716675,285.409119,279.969574,282.682709,282.624176,282.624176,282.624176,282.624176
2023-05-27,278.691040,282.365326,280.052856,285.100220,283.566650,286.717682,282.309601,282.309601,282.309601,282.309601
2023-05-28,278.301270,284.528320,280.199615,285.574860,281.720886,279.649689,284.132294,284.132294,284.132294,284.132294
2023-05-29,276.284637,281.565826,278.858002,288.551361,282.333984,280.141724,284.520294,284.520294,284.520294,284.520294
2023-05-30,278.629425,278.637177,279.838440,284.200104,284.768066,281.544525,286.724548,286.724548,286.724548,286.724548
2023-05-31,274.843475,272.297791,275.972443,280.479340,277.966919,280.458405,286.513580,286.513580,286.513580,286.513580
2023-06-01,274.566162,273.167145,280.850586,281.155914,278.987091,283.692383,286.728088,286.728088,286.728088,286.728088
2023-06-02,275.903564,275.336792,279.636444,283.005310,283.679810,283.896637,286.679199,286.679199,286.679199,286.679199
2023-06-03,277.576477,281.624939,281.603699,282.891937,282.925446,282.903229,285.496307,285.496307,285.496307,285.496307
2023-06-04,274.659241,283.666626,277.004669,281.550751,281.957001,282.010956,284.578186,284.578186,284.578186,284.578186
2023-06-05,275.790924,282.201630,274.330536,276.875916,275.765930,281.588226,284.003174,284.003174,284.003174,284.003174
2023-06-06,276.099884,282.057709,274.373077,277.617615,274.905243,279.944244,285.278992,285.278992,285.278992,285.278992
2023-06-07,278.734467,281.913391,275.838562,276.628296,277.108704,280.940247,284.736084,284.736084,284.736084,284.736084
2023-06-08,277.925507,281.825562,279.051208,277.916504,276.349365,279.143921,284.759186,284.759186,284.759186,284.759186
2023-06-09,276.500885,282.885498,282.129089,282.719055,276.105072,277.342651,286.722687,286.722687,286.722687,286.722687
2023-06-10,279.401642,284.826477,279.501373,283.109100,276.636444,276.076385,284.914734,284.914734,284.914734,284.914734
2023-06-11,282.123840,284.306213,276.431427,278.445862,277.043579,279.441589,281.648804,281.648804,281.648804,281.648804
2023-06-12,279.834137,285.799622,272.412537,277.679688,281.423584,283.670380,282.052948,282.052948,282.052948,282.052948
2023-06-13,279.551941,286.540497,273.339844,281.676422,280.446594,285.582672,278.456543,278.456543,278.456543,278.456543
2023-06-14,276.500244,286.173279,273.935913,282.521393,282.202789,282.635071,277.657135,277.657135,277.657135,277.657135
2023-06-15,274.697693,286.970490,277.923981,281.978241,279.516602,283.018585,281.094360,281.094360,281.094360,281.094360
2023-06-16,277.957458,281.150208,279.346191,278.498474,278.857361,285.885101,284.494995,284.494995,284.494995,284.494995
2023-06-17,278.597809,276.261078,280.049286,278.605560,280.477448,284.161285,282.436615,282.436615,282.436615,282.436615
2023-06-18,275.329071,276.854553,282.301514,281.980011,283.221588,285.921448,280.823242,280.823242,280.823242,280.823242
2023-06-19,274.755157,280.015381,282.052216,283.638153,285.983856,285.476227,281.871216,281.871216,281.871216,281.871216
2023-06-20,278.515839,282.882629,286.109833,279.182861,286.364746,286.569580,279.065399,279.065399,279.065399,279.065399
2023-06-21,279.410736,282.793732,286.522369,276.595886,286.986877,284.186523,277.011963,277.011963,277.011963,277.011963
2023-06-22,279.664886,283.395203,289.225983,278.559967,288.088776,284.822266,279.191376,279.191376,279.191376,279.191376
2023-06-23,278.364716,282.796753,289.089874,279.413605,288.975769,286.373718,282.195038,282.195038,282.195038,282.195038
2023-06-24,279.652893,281.444519,286.611572,281.077820,287.609375,285.994415,280.421021,280.421021,280.421021,280.421021
2023-06-25,284.598511,281.045105,285.343231,281.616699,288.012726,285.186737,280.599640,280.599640,280.599640,280.599640
2023-06-26,282.399841,283.632812,285.764862,282.561829,288.194641,286.476044,284.271088,284.271088,284.271088,284.271088
2023-06-27,277.933136,285.486755,283.868164,282.533203,288.451874,285.338470,286.888641,286.888641,286.888641,286.888641
2023-06-28,281.977631,286.376007,285.144531,282.496887,290.457855,285.637238,285.796265,285.796265,285.796265,285.796265
2023-06-29,282.207306,287.016571,287.105164,283.184082,289.620483,287.193604,286.492889,286.492889,286.492889,286.492889
2023-06-30,280.855347,285.642303,286.901947,282.347870,286.482513,285.127350,284.247955,284.247955,284.247955,284.247955
2023-07-01,282.098236,285.757019,286.425690,283.277557,284.905334,285.331482,282.004578,282.004578,282.004578,282.004578
2023-07-02,283.678894,286.328735,287.818970,285.206573,284.658997,284.751190,282.464661,282.464661,282.464661,282.464661
2023-07-03,284.424438,285.262360,288.060028,285.362549,283.935699,281.486969,283.590149,283.590149,283.590149,283.590149
2023-07-04,285.484222,284.188843,289.152435,284.101196,283.056671,282.968231,283.777496,283.777496,283.777496,283.777496
2023-07-05,286.363922,283.928955,287.333954,283.936981,281.527954,282.560577,284.475586,284.475586,284.475586,284.475586
2023-07-06,287.689514,284.357483,285.015930,283.368805,279.237793,280.314941,285.397949,285.397949,285.397949,285.397949
2023-07-07,286.700867,285.795593,286.889465,283.211945,281.109589,282.306030,284.771301,284.771301,284.771301,284.771301
2023-07-08,284.549011,287.429688,285.715363,285.119507,282.722687,281.865570,285.911133,285.911133,285.911133,285.911133
2023-07-09,280.508270,290.809540,284.440643,287.879639,284.181305,283.572479,285.504242,285.504242,285.504242,285.504242
2023-07-10,282.831635,286.331970,281.711700,286.457214,284.466980,286.005371,284.245270,284.245270,284.245270,284.245270
2023-07-11,284.716583,285.011993,285.107544,285.726807,286.700592,286.430328,282.964661,282.964661,282.964661,282.964661
2023-07-12,288.074860,285.607513,284.087494,285.353668,288.356934,286.415466,284.378876,284.378876,284.378876,284.378876
2023-07-13,285.183075,283.000275,284.944153,285.117645,289.094177,286.938568,286.701477,286.701477,286.701477,286.701477
2023-07-14,283.711029,283.582764,286.436584,285.902161,291.251770,290.124512,286.953979,286.953979,286.953979,286.953979
2023-07-15,282.773499,285.548248,287.091309,287.522888,289.738068,288.308868,287.263794,287.263794,287.263794,287.263794
2023-07-16,283.464508,289.281860,287.065338,287.639343,290.536591,289.304626,285.570892,285.570892,285.570892,285.570892
