#Variables:
#tasmax_CCSM4_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_GFDL-ESM2M_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_GFDL-ESM2G_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_HadGEM2-CC365_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_MIROC5_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_NorESM1-M_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_bcc-csm1-1_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_bcc-csm1-1_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_bcc-csm1-1_rcp45(K):Daily Maximum Near-Surface Air Temperature
#tasmax_bcc-csm1-1_rcp45(K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 40.3545 Latitude, -117.1889 Longitude (closest value to Latitude:40.3384, Longitude:-117.2018) "
#Original Data File(s):
#agg_macav2metdata_tasmax_CCSM4_r6i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_GFDL-ESM2M_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_GFDL-ESM2G_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_HadGEM2-CC365_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_MIROC5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_NorESM1-M_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmax_CCSM4_rcp45(K),tasmax_GFDL-ESM2M_rcp45(K),tasmax_GFDL-ESM2G_rcp45(K),tasmax_HadGEM2-CC365_rcp45(K),tasmax_MIROC5_rcp45(K),tasmax_NorESM1-M_rcp45(K),tasmax_bcc-csm1-1_rcp45(K),tasmax_bcc-csm1-1_rcp45(K),tasmax_bcc-csm1-1_rcp45(K),tasmax_bcc-csm1-1_rcp45(K)"
""
yyyy-mm-dd,tasmax_CCSM4_rcp45(K),tasmax_GFDL-ESM2M_rcp45(K),tasmax_GFDL-ESM2G_rcp45(K),tasmax_HadGEM2-CC365_rcp45(K),tasmax_MIROC5_rcp45(K),tasmax_NorESM1-M_rcp45(K),tasmax_bcc-csm1-1_rcp45(K),tasmax_bcc-csm1-1_rcp45(K),tasmax_bcc-csm1-1_rcp45(K),tasmax_bcc-csm1-1_rcp45(K)
2023-05-05,293.498199,295.705353,290.696228,298.081299,292.627655,295.529236,286.954285,286.954285,286.954285,286.954285
2023-05-06,292.515900,291.726837,292.292114,298.074615,292.271057,295.964172,289.207642,289.207642,289.207642,289.207642
2023-05-07,291.270813,286.481232,291.990997,301.622375,291.279205,296.267578,293.662354,293.662354,293.662354,293.662354
2023-05-08,293.239288,289.461487,286.644226,304.146423,295.103210,288.988800,295.521790,295.521790,295.521790,295.521790
2023-05-09,292.321381,292.688171,288.615204,306.351318,296.736115,289.022247,299.968964,299.968964,299.968964,299.968964
2023-05-10,290.039062,292.949646,294.035431,308.348785,294.107941,291.244629,303.559570,303.559570,303.559570,303.559570
2023-05-11,291.893311,293.290283,291.253235,309.018799,294.103729,291.013245,303.078766,303.078766,303.078766,303.078766
2023-05-12,291.519135,294.132874,295.222687,308.538635,299.008881,286.656433,300.127838,300.127838,300.127838,300.127838
2023-05-13,295.922424,287.303741,296.872681,307.345642,296.406372,287.968994,297.337738,297.337738,297.337738,297.337738
2023-05-14,296.201752,289.503967,296.312103,306.077454,293.951324,288.704407,297.263977,297.263977,297.263977,297.263977
2023-05-15,294.671753,295.329529,285.598206,305.911713,293.671997,293.066772,297.193237,297.193237,297.193237,297.193237
2023-05-16,294.067719,297.243439,287.533966,297.654388,291.856598,302.002319,284.703308,284.703308,284.703308,284.703308
2023-05-17,294.637146,298.303772,289.153320,301.633759,292.459290,303.372681,283.829681,283.829681,283.829681,283.829681
2023-05-18,300.819763,297.567657,290.546082,301.531342,291.500854,301.399841,288.535034,288.535034,288.535034,288.535034
2023-05-19,300.093811,297.349609,294.236877,301.639069,294.947571,302.662537,292.399170,292.399170,292.399170,292.399170
2023-05-20,293.834564,299.555725,296.527039,302.596100,296.443115,303.622223,294.520081,294.520081,294.520081,294.520081
2023-05-21,289.663055,299.273743,300.400269,303.420227,294.310455,304.693634,295.082977,295.082977,295.082977,295.082977
2023-05-22,293.140472,301.244202,300.695587,304.058929,296.498810,304.129364,295.200348,295.200348,295.200348,295.200348
2023-05-23,291.956146,303.948425,302.878998,304.582825,296.961914,303.577637,296.173004,296.173004,296.173004,296.173004
2023-05-24,286.626434,303.914856,302.901550,304.620850,295.048615,301.955109,302.070343,302.070343,302.070343,302.070343
2023-05-25,287.240112,300.502197,300.264862,305.278381,297.932281,298.051910,304.549561,304.549561,304.549561,304.549561
2023-05-26,295.071655,301.182404,295.237671,303.768951,300.486786,302.336670,306.140656,306.140656,306.140656,306.140656
2023-05-27,295.830353,301.577972,291.322998,303.493835,301.916656,301.045105,305.445435,305.445435,305.445435,305.445435
2023-05-28,294.030121,301.604584,292.531738,305.014069,302.198578,293.567505,306.132965,306.132965,306.132965,306.132965
2023-05-29,295.007782,298.189423,294.543823,304.054779,302.134064,293.595062,307.157715,307.157715,307.157715,307.157715
2023-05-30,294.999725,291.962402,294.735535,298.117004,302.169708,293.647766,306.809906,306.809906,306.809906,306.809906
2023-05-31,292.637512,291.290619,294.997833,295.179535,298.573761,293.977966,306.134460,306.134460,306.134460,306.134460
2023-06-01,287.626007,292.246094,295.867218,297.892609,302.285095,295.868988,306.749664,306.749664,306.749664,306.749664
2023-06-02,291.414764,297.683899,295.379272,297.132721,305.344574,295.949127,307.296631,307.296631,307.296631,307.296631
2023-06-03,290.968597,302.773010,294.967194,297.875641,303.990570,297.691498,304.083282,304.083282,304.083282,304.083282
2023-06-04,292.065674,302.576141,292.909027,298.627808,301.853546,299.422363,304.830170,304.830170,304.830170,304.830170
2023-06-05,295.831787,302.211823,291.769958,297.194733,293.614044,300.985260,305.968140,305.968140,305.968140,305.968140
2023-06-06,296.845184,301.350555,294.283478,294.840820,294.447449,301.806091,305.469330,305.469330,305.469330,305.469330
2023-06-07,298.387695,301.105774,298.099091,294.278015,294.800812,300.979370,304.991577,304.991577,304.991577,304.991577
2023-06-08,298.247040,300.941772,301.697784,299.378876,294.105347,295.688751,304.913239,304.913239,304.913239,304.913239
2023-06-09,297.383453,301.773163,302.714844,301.715057,291.568695,291.817596,304.267853,304.267853,304.267853,304.267853
2023-06-10,302.718842,302.020264,300.392548,300.704926,294.820892,294.296478,301.303711,301.303711,301.303711,301.303711
2023-06-11,302.842743,302.755554,295.742065,299.170319,302.931915,297.594177,297.836639,297.836639,297.836639,297.836639
2023-06-12,297.464935,304.585449,287.966339,300.806641,304.739166,301.753387,295.041382,295.041382,295.041382,295.041382
2023-06-13,294.675568,304.583984,286.980804,301.462677,305.193207,298.834106,294.367645,294.367645,294.367645,294.367645
2023-06-14,290.501740,304.607544,290.961945,300.460815,304.407776,299.698517,296.105194,296.105194,296.105194,296.105194
2023-06-15,294.900238,305.466858,295.006683,296.410522,301.073517,304.858978,298.808472,298.808472,298.808472,298.808472
2023-06-16,300.100891,304.001770,296.999146,296.711273,301.977448,305.743866,301.014679,301.014679,301.014679,301.014679
2023-06-17,299.954681,293.380981,298.674927,299.917755,305.557037,305.123444,301.435791,301.435791,301.435791,301.435791
2023-06-18,295.424164,297.874115,299.901337,301.464600,306.972382,305.401398,298.762268,298.762268,298.762268,298.762268
2023-06-19,297.848297,302.375610,300.521454,300.887665,307.778595,305.098938,298.777618,298.777618,298.777618,298.777618
2023-06-20,300.768219,302.840759,303.660828,298.039673,310.178650,304.730682,296.978973,296.978973,296.978973,296.978973
2023-06-21,301.446198,303.353302,306.602997,297.172455,309.035034,302.519196,296.732697,296.732697,296.732697,296.732697
2023-06-22,300.808044,302.583588,307.781281,297.476837,308.753693,304.504822,298.525269,298.525269,298.525269,298.525269
2023-06-23,298.589661,301.532440,308.125244,297.500244,308.669800,306.374542,298.366119,298.366119,298.366119,298.366119
2023-06-24,300.873596,298.024261,306.921234,298.199890,309.498077,308.152893,297.108154,297.108154,297.108154,297.108154
2023-06-25,301.436096,300.742859,305.892273,299.796692,310.858704,307.725616,303.096375,303.096375,303.096375,303.096375
2023-06-26,297.478607,303.528564,305.993347,300.092438,312.345123,307.389771,307.633057,307.633057,307.633057,307.633057
2023-06-27,297.837341,306.364838,303.861786,301.213013,313.707733,307.328827,310.094543,310.094543,310.094543,310.094543
2023-06-28,304.622528,307.313599,306.200104,302.117157,313.395203,307.559204,310.553253,310.553253,310.553253,310.553253
2023-06-29,304.803253,307.129089,307.968567,302.128326,310.860168,308.830444,309.562225,309.562225,309.562225,309.562225
2023-06-30,302.849030,306.227783,308.536713,300.944183,309.518433,307.500366,307.224030,307.224030,307.224030,307.224030
2023-07-01,307.093750,305.703491,307.891754,303.419769,308.968842,306.410614,305.676849,305.676849,305.676849,305.676849
2023-07-02,307.565186,306.535156,308.396149,304.415131,308.665466,306.440521,305.001648,305.001648,305.001648,305.001648
2023-07-03,308.380341,305.715607,309.496826,305.620758,308.708679,304.527283,306.031128,306.031128,306.031128,306.031128
2023-07-04,308.447083,304.208527,309.258514,306.764587,307.690826,304.838867,306.035950,306.035950,306.035950,306.035950
2023-07-05,308.919800,305.316895,305.282959,307.419006,306.111389,304.433960,306.819366,306.819366,306.819366,306.819366
2023-07-06,311.925354,306.753082,304.502563,309.720856,305.040649,302.830322,307.832825,307.832825,307.832825,307.832825
2023-07-07,311.336334,308.922852,303.977295,311.007660,308.565277,304.270721,308.164581,308.164581,308.164581,308.164581
2023-07-08,306.792450,311.075684,302.391937,311.269653,309.895447,305.669525,308.971832,308.971832,308.971832,308.971832
2023-07-09,305.693726,310.914703,301.969696,310.518524,310.280823,307.324493,309.544891,309.544891,309.544891,309.544891
2023-07-10,307.614166,308.782196,301.350464,309.928223,311.273926,309.130066,309.222595,309.222595,309.222595,309.222595
2023-07-11,307.765411,308.170166,302.402618,309.427917,313.181396,309.499359,306.240540,306.240540,306.240540,306.240540
2023-07-12,308.121033,308.589996,303.213776,308.778320,314.909454,309.301636,306.251343,306.251343,306.251343,306.251343
2023-07-13,308.317169,307.154510,304.649109,308.838715,316.249939,309.003448,305.513031,305.513031,305.513031,305.513031
2023-07-14,307.948792,307.335297,306.192200,309.200592,314.190918,308.185730,305.429901,305.429901,305.429901,305.429901
2023-07-15,304.798309,309.557465,306.150116,310.293274,311.561798,308.814911,307.340088,307.340088,307.340088,307.340088
2023-07-16,305.830566,311.943054,305.664276,310.463989,310.191437,310.331268,308.937164,308.937164,308.937164,308.937164
2023-07-17,308.024323,311.930603,305.557892,309.810577,308.875153,310.348297,309.452271,309.452271,309.452271,309.452271
2023-07-18,307.495850,310.316010,304.957306,309.287170,307.950958,309.691559,309.607330,309.607330,309.607330,309.607330
2023-07-19,306.050812,310.074463,304.984985,309.585693,307.702179,307.577026,309.593872,309.593872,309.593872,309.593872
2023-07-20,305.885254,309.843842,306.205597,309.048889,309.837189,306.295837,309.580536,309.580536,309.580536,309.580536
2023-07-21,305.323608,309.103271,307.772156,307.713898,308.624237,305.941406,308.500793,308.500793,308.500793,308.500793
2023-07-22,303.783264,309.486420,308.353241,307.181580,308.500214,306.962219,308.636963,308.636963,308.636963,308.636963
2023-07-23,306.793610,309.438934,305.734314,305.810944,309.175110,308.112091,308.589020,308.589020,308.589020,308.589020
2023-07-24,308.892120,308.843170,300.857635,305.584137,309.846161,309.763977,308.714966,308.714966,308.714966,308.714966
2023-07-25,309.041962,309.785889,301.179779,306.183380,309.378601,310.700409,308.413452,308.413452,308.413452,308.413452
2023-07-26,307.800934,309.804260,303.861176,306.750610,311.256531,311.124817,307.712830,307.712830,307.712830,307.712830
2023-07-27,309.058990,309.564880,306.527313,308.988281,312.208282,312.483307,307.711243,307.711243,307.711243,307.711243
2023-07-28,308.670197,310.840942,307.234375,308.987946,311.914062,312.032166,308.415802,308.415802,308.415802,308.415802
2023-07-29,307.104401,311.338257,306.906281,310.129181,311.377808,309.546753,308.576080,308.576080,308.576080,308.576080
2023-07-30,306.440155,310.279694,307.163025,310.749115,310.326904,304.194000,306.792511,306.792511,306.792511,306.792511
2023-07-31,306.739288,309.573700,308.251526,310.436005,307.350952,307.529816,306.286621,306.286621,306.286621,306.286621
2023-08-01,306.406891,309.896179,308.022186,310.576752,304.395905,307.827576,304.941864,304.941864,304.941864,304.941864
2023-08-02,305.769775,310.118073,306.989075,310.895325,307.840546,306.670959,305.812958,305.812958,305.812958,305.812958
2023-08-03,308.448273,310.895660,306.575043,310.542725,306.844696,305.399384,306.805176,306.805176,306.805176,306.805176
2023-08-04,308.131042,311.376617,307.432831,310.664093,308.567627,306.093536,306.939087,306.939087,306.939087,306.939087
2023-08-05,308.831238,310.720917,308.053070,310.414001,309.009583,306.089447,306.452362,306.452362,306.452362,306.452362
2023-08-06,308.282104,308.122589,307.443451,309.302643,309.137085,304.352203,308.127136,308.127136,308.127136,308.127136
2023-08-07,307.371521,307.835358,304.112701,309.667694,309.914154,306.523743,309.110870,309.110870,309.110870,309.110870
2023-08-08,308.120331,305.675842,307.732483,309.701874,310.671661,306.770325,309.617493,309.617493,309.617493,309.617493
2023-08-09,307.676147,308.216064,307.750183,310.018250,311.703369,306.350037,309.311646,309.311646,309.311646,309.311646
2023-08-10,307.423950,309.894073,304.530731,311.244781,310.954773,306.362793,310.133667,310.133667,310.133667,310.133667
2023-08-11,307.426208,310.110077,306.809967,311.097931,311.756714,307.763763,311.941101,311.941101,311.941101,311.941101
2023-08-12,306.933228,310.198669,307.536255,310.761871,312.212494,308.824707,311.674835,311.674835,311.674835,311.674835
2023-08-13,306.543518,308.809998,307.544952,311.328949,311.307098,310.650330,311.264557,311.264557,311.264557,311.264557
2023-08-14,305.087677,307.615662,306.983459,310.901337,310.970062,312.259796,309.556702,309.556702,309.556702,309.556702
2023-08-15,302.665283,307.386597,306.872650,309.762878,309.193359,311.873016,310.572906,310.572906,310.572906,310.572906
2023-08-16,302.624847,301.472046,306.734833,308.175018,307.269440,310.678284,310.137909,310.137909,310.137909,310.137909
2023-08-17,306.340637,303.992249,306.050812,307.661713,308.839966,307.153442,309.223877,309.223877,309.223877,309.223877
2023-08-18,308.710083,304.036499,304.370911,306.567719,310.149353,306.521057,308.549927,308.549927,308.549927,308.549927
2023-08-19,310.356201,305.632050,302.833771,305.566650,309.082001,307.023193,310.505463,310.505463,310.505463,310.505463
2023-08-20,309.985321,308.151367,300.470398,306.368927,307.274017,307.209930,310.222961,310.222961,310.222961,310.222961
2023-08-21,306.062378,309.024139,300.979858,307.616211,305.779785,307.985443,309.107605,309.107605,309.107605,309.107605
2023-08-22,305.867310,308.957092,301.669891,307.404053,303.707886,307.191315,307.378418,307.378418,307.378418,307.378418
2023-08-23,310.079315,306.342468,304.125000,305.753601,296.367371,305.596191,306.156921,306.156921,306.156921,306.156921
2023-08-24,309.868744,303.894104,306.593048,303.529175,303.582764,305.593201,306.199646,306.199646,306.199646,306.199646
2023-08-25,308.316589,304.775726,306.640472,304.261475,305.780670,304.711456,306.094940,306.094940,306.094940,306.094940
2023-08-26,307.444244,306.236542,305.742126,305.721039,307.078766,301.817932,301.977570,301.977570,301.977570,301.977570
2023-08-27,306.318512,306.314178,303.574951,306.368256,306.370667,301.775055,299.632202,299.632202,299.632202,299.632202
2023-08-28,307.594574,305.207062,302.096222,305.850555,303.448456,304.394836,304.683533,304.683533,304.683533,304.683533
2023-08-29,308.960999,302.567291,302.986877,306.922546,307.209320,306.220337,307.141541,307.141541,307.141541,307.141541
2023-08-30,309.605286,300.223572,302.950592,307.502991,307.367523,305.213409,306.823151,306.823151,306.823151,306.823151
2023-08-31,309.652191,297.839081,301.941559,307.494659,307.244598,305.921204,304.403931,304.403931,304.403931,304.403931
2023-09-01,307.285065,298.595978,297.230957,306.868286,306.492462,306.721039,303.813507,303.813507,303.813507,303.813507
2023-09-02,307.102203,298.931854,293.645020,307.221436,305.070740,306.103851,304.522614,304.522614,304.522614,304.522614
2023-09-03,304.462677,299.326172,294.885651,307.273376,302.790161,304.828094,306.560364,306.560364,306.560364,306.560364
2023-09-04,301.156067,300.770203,297.791443,306.005920,304.768097,305.120056,306.715027,306.715027,306.715027,306.715027
2023-09-05,302.879272,304.001190,300.919403,305.915833,303.903656,306.065979,305.022461,305.022461,305.022461,305.022461
2023-09-06,303.450958,305.166382,300.969086,306.558502,301.280548,303.531799,303.280487,303.280487,303.280487,303.280487
2023-09-07,305.786102,299.100922,298.270844,306.690643,300.616394,293.764496,303.026550,303.026550,303.026550,303.026550
2023-09-08,303.701599,299.946716,295.903259,306.814423,303.577789,295.135651,303.948242,303.948242,303.948242,303.948242
2023-09-09,300.001038,301.732697,298.897491,307.330688,304.221710,295.028259,303.640717,303.640717,303.640717,303.640717
2023-09-10,299.623718,300.188141,301.838654,307.294464,303.174835,293.862457,303.778687,303.778687,303.778687,303.778687
2023-09-11,299.075714,293.281708,301.311737,306.391235,302.265686,296.548157,303.276154,303.276154,303.276154,303.276154
2023-09-12,291.289307,293.982574,297.943176,303.366943,302.481506,299.257080,298.833710,298.833710,298.833710,298.833710
2023-09-13,295.694763,295.507141,298.091400,300.278870,304.558136,301.692291,297.189301,297.189301,297.189301,297.189301
2023-09-14,296.705383,299.461212,302.522217,296.733887,303.280701,297.657013,301.367279,301.367279,301.367279,301.367279
2023-09-15,295.973206,303.064911,302.390503,296.707214,297.923309,294.666718,305.045197,305.045197,305.045197,305.045197
2023-09-16,290.768311,304.393799,298.277588,300.096466,294.205811,288.537933,307.248016,307.248016,307.248016,307.248016
2023-09-17,289.174286,305.806335,297.086060,303.268036,297.266571,291.645966,306.954529,306.954529,306.954529,306.954529
2023-09-18,294.242676,305.419556,297.238617,305.232880,301.312256,294.789093,303.327484,303.327484,303.327484,303.327484
2023-09-19,298.423492,301.202362,303.386108,305.726196,303.344238,299.106140,304.835724,304.835724,304.835724,304.835724
2023-09-20,300.348938,296.692200,303.579132,305.284882,302.568756,300.079681,304.765900,304.765900,304.765900,304.765900
2023-09-21,302.617401,301.212341,301.263977,304.179413,300.509186,299.506775,297.669586,297.669586,297.669586,297.669586
2023-09-22,305.103882,301.569519,300.539673,304.449768,300.952393,298.825470,295.483093,295.483093,295.483093,295.483093
2023-09-23,304.401031,301.153473,301.783234,304.672241,300.569275,299.514435,295.156616,295.156616,295.156616,295.156616
2023-09-24,300.457642,301.774628,301.013672,300.344208,303.580597,298.561707,296.691437,296.691437,296.691437,296.691437
2023-09-25,299.756348,305.031403,294.792511,294.640503,302.399872,296.011322,298.911469,298.911469,298.911469,298.911469
2023-09-26,293.579437,305.067169,297.641388,291.777954,299.819122,295.129547,301.348175,301.348175,301.348175,301.348175
2023-09-27,299.404877,304.693970,295.735138,295.250885,298.912933,294.245819,302.599731,302.599731,302.599731,302.599731
2023-09-28,301.561676,306.084656,298.414581,299.060669,295.668060,296.709442,305.121613,305.121613,305.121613,305.121613
2023-09-29,300.769653,306.022369,300.892700,298.864349,292.421417,294.492035,302.999603,302.999603,302.999603,302.999603
2023-09-30,301.796478,304.276520,302.837402,297.297516,290.099304,298.113525,299.967438,299.967438,299.967438,299.967438
2023-10-01,301.612885,301.103149,304.082581,298.242615,290.573975,297.961975,300.056885,300.056885,300.056885,300.056885
2023-10-02,299.248199,299.740051,304.322144,298.416077,294.744354,298.512329,300.933105,300.933105,300.933105,300.933105
2023-10-03,291.621338,302.555267,304.404175,297.924164,296.222961,297.884186,301.172546,301.172546,301.172546,301.172546
2023-10-04,293.802338,302.486603,304.007050,298.418274,297.233429,291.497559,302.491516,302.491516,302.491516,302.491516
2023-10-05,293.669037,297.590485,303.336914,297.876984,296.277832,290.872375,304.935333,304.935333,304.935333,304.935333
2023-10-06,290.890564,300.849213,303.428619,294.429352,292.726135,287.369720,305.274902,305.274902,305.274902,305.274902
2023-10-07,291.429291,302.129181,304.590118,291.514893,299.831665,287.731140,304.879517,304.879517,304.879517,304.879517
2023-10-08,294.827454,301.660187,305.862579,291.026642,301.959900,290.364563,300.918793,300.918793,300.918793,300.918793
2023-10-09,297.665466,302.550873,304.717010,292.052490,301.807587,289.871124,301.561920,301.561920,301.561920,301.561920
2023-10-10,298.406860,303.502014,300.201630,294.041229,297.571960,288.032990,300.841156,300.841156,300.841156,300.841156
2023-10-11,302.457581,303.406128,296.089966,297.196411,288.844971,288.537659,302.017578,302.017578,302.017578,302.017578
2023-10-12,302.638031,296.789520,294.325134,297.902100,289.082642,290.644348,302.666077,302.666077,302.666077,302.666077
2023-10-13,302.113800,296.305450,293.362732,296.969391,296.939423,295.806519,301.535461,301.535461,301.535461,301.535461
2023-10-14,301.593689,289.083282,293.085693,294.791473,295.417938,296.643707,299.848907,299.848907,299.848907,299.848907
2023-10-15,301.332886,291.912109,285.475586,294.238159,288.721771,295.181030,299.554138,299.554138,299.554138,299.554138
2023-10-16,300.471863,292.716400,285.909088,291.190613,284.949127,291.580750,295.907715,295.907715,295.907715,295.907715
2023-10-17,298.986450,292.499298,285.518005,288.760406,288.695099,286.489075,279.874939,279.874939,279.874939,279.874939
2023-10-18,298.210266,290.328705,286.868286,294.652008,291.663208,287.031097,282.130005,282.130005,282.130005,282.130005
2023-10-19,296.371674,286.615723,292.390472,296.075256,292.897095,288.050201,282.405212,282.405212,282.405212,282.405212
2023-10-20,287.140137,287.498688,294.192261,296.196533,294.419647,288.133331,286.611481,286.611481,286.611481,286.611481
2023-10-21,286.035706,288.266937,294.564880,294.841492,295.789856,287.802277,288.998657,288.998657,288.998657,288.998657
2023-10-22,285.240295,286.941864,293.726044,293.923767,296.318451,287.481689,291.415955,291.415955,291.415955,291.415955
2023-10-23,284.472809,285.140686,291.483643,295.777344,297.534332,285.661346,294.470703,294.470703,294.470703,294.470703
2023-10-24,284.081573,281.207031,294.475952,296.471802,296.301453,284.130371,294.211029,294.211029,294.211029,294.211029
2023-10-25,284.998444,277.799957,295.223145,294.361908,297.022339,284.200958,293.121063,293.121063,293.121063,293.121063
2023-10-26,287.951569,278.242126,295.098938,294.330902,297.005615,283.561157,293.045410,293.045410,293.045410,293.045410
2023-10-27,288.694153,282.421753,295.087311,296.675812,294.910614,283.975037,293.421722,293.421722,293.421722,293.421722
2023-10-28,291.789001,287.411713,294.666107,295.958374,288.180115,285.138000,292.633911,292.633911,292.633911,292.633911
2023-10-29,292.041992,294.821930,291.970245,290.994781,289.025909,287.110077,295.866577,295.866577,295.866577,295.866577
2023-10-30,293.278412,294.639709,294.055634,287.234558,294.754852,287.851807,295.554382,295.554382,295.554382,295.554382
2023-10-31,294.282867,294.683258,293.728668,280.022430,296.732819,289.440918,295.524872,295.524872,295.524872,295.524872
2023-11-01,295.122192,296.935455,291.053864,281.347992,295.976715,288.595276,290.798950,290.798950,290.798950,290.798950
2023-11-02,294.042450,296.944305,286.911407,288.432373,296.582092,287.339661,291.985077,291.985077,291.985077,291.985077
2023-11-03,291.993683,295.553772,287.060455,293.011749,296.577423,286.270966,293.256805,293.256805,293.256805,293.256805
2023-11-04,289.123444,295.303467,289.594788,295.347900,297.447876,284.865997,292.786346,292.786346,292.786346,292.786346
2023-11-05,286.726074,288.728394,289.082977,295.366486,295.961700,281.875946,289.350708,289.350708,289.350708,289.350708
2023-11-06,286.414917,285.077911,278.928436,295.791473,297.833252,285.613617,288.137573,288.137573,288.137573,288.137573
2023-11-07,286.650665,290.051208,282.226379,295.795288,296.727844,288.114502,285.754181,285.754181,285.754181,285.754181
2023-11-08,286.351166,291.361664,285.358459,295.761017,290.402985,286.781403,285.168365,285.168365,285.168365,285.168365
2023-11-09,286.715424,288.952728,284.738434,294.405396,288.617950,282.685913,286.472046,286.472046,286.472046,286.472046
2023-11-10,288.746307,284.776642,279.808655,290.411987,293.875916,280.786011,285.883484,285.883484,285.883484,285.883484
2023-11-11,286.587769,284.964508,284.669739,284.471100,292.110657,281.460388,285.141479,285.141479,285.141479,285.141479
2023-11-12,286.347992,285.749725,285.775116,281.206360,280.102051,278.770996,284.601501,284.601501,284.601501,284.601501
2023-11-13,287.764313,285.276794,282.245697,282.233917,276.393372,278.508087,284.274384,284.274384,284.274384,284.274384
2023-11-14,287.623505,289.135010,281.091492,282.286469,274.787079,281.159058,279.383179,279.383179,279.383179,279.383179
2023-11-15,293.493958,288.521271,281.480194,281.160980,277.667847,283.638367,279.111389,279.111389,279.111389,279.111389
2023-11-16,291.202179,284.277985,283.292511,284.430176,280.005737,286.808014,278.609772,278.609772,278.609772,278.609772
2023-11-17,286.360382,285.153748,285.477661,285.131531,284.181000,285.538544,281.172455,281.172455,281.172455,281.172455
2023-11-18,279.895294,279.739838,284.278229,279.874847,287.204651,287.848816,280.750793,280.750793,280.750793,280.750793
2023-11-19,283.068604,279.012665,283.980347,280.109253,286.707886,287.878906,283.643219,283.643219,283.643219,283.643219
2023-11-20,285.027924,284.398438,286.991180,279.248901,287.597778,285.573730,282.215240,282.215240,282.215240,282.215240
2023-11-21,287.628906,284.289215,287.105377,279.375854,287.133545,278.718048,287.145691,287.145691,287.145691,287.145691
2023-11-22,288.723389,275.373901,289.383820,282.239014,288.171570,278.830017,288.025055,288.025055,288.025055,288.025055
2023-11-23,288.891113,275.734375,288.822906,280.732788,289.065826,278.444305,291.908081,291.908081,291.908081,291.908081
2023-11-24,289.429718,277.229767,287.046051,275.476868,288.062408,277.592865,291.620056,291.620056,291.620056,291.620056
2023-11-25,287.284119,277.800110,288.625061,274.172852,291.695282,279.233246,290.103882,290.103882,290.103882,290.103882
2023-11-26,285.772797,277.466278,289.101746,275.247040,294.122711,278.104370,290.327759,290.327759,290.327759,290.327759
2023-11-27,284.988831,280.020508,277.441345,277.943634,293.291138,275.054657,290.712555,290.712555,290.712555,290.712555
2023-11-28,279.566742,279.857361,280.994843,275.916687,291.027893,274.800598,288.339417,288.339417,288.339417,288.339417
2023-11-29,283.108948,283.076050,285.711212,277.914978,289.047455,278.493500,286.198273,286.198273,286.198273,286.198273
2023-11-30,282.806580,285.483185,287.199554,281.419769,280.617004,278.306854,285.795593,285.795593,285.795593,285.795593
2023-12-01,281.504791,284.612244,288.360352,281.427490,273.415833,276.406769,285.474304,285.474304,285.474304,285.474304
2023-12-02,285.046387,285.370514,288.710449,281.000366,277.088409,273.490997,282.015381,282.015381,282.015381,282.015381
2023-12-03,290.684906,288.529480,286.471466,282.580353,277.822479,274.261658,284.411346,284.411346,284.411346,284.411346
2023-12-04,287.946564,285.624176,278.474976,282.346222,279.312317,277.383179,284.742981,284.742981,284.742981,284.742981
2023-12-05,284.954224,290.687714,274.614746,283.426392,280.396912,277.015289,279.657257,279.657257,279.657257,279.657257
2023-12-06,287.925354,290.716492,280.989319,284.583923,282.362091,278.049133,281.833344,281.833344,281.833344,281.833344
2023-12-07,290.442108,279.869293,286.464050,283.796112,283.451355,280.871887,277.623413,277.623413,277.623413,277.623413
