#Variables:
#tasmin_CCSM4_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmin_GFDL-ESM2M_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmin_GFDL-ESM2G_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmin_HadGEM2-CC365_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmin_MIROC5_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmin_NorESM1-M_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmin_bcc-csm1-1_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmin_bcc-csm1-1_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmin_bcc-csm1-1_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmin_bcc-csm1-1_rcp85(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 40.3545 Latitude, -117.1889 Longitude (closest value to Latitude:40.3388, Longitude:-117.2018) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CCSM4_r6i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_GFDL-ESM2M_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_GFDL-ESM2G_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_HadGEM2-CC365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_MIROC5_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmin_CCSM4_rcp85(K),tasmin_GFDL-ESM2M_rcp85(K),tasmin_GFDL-ESM2G_rcp85(K),tasmin_HadGEM2-CC365_rcp85(K),tasmin_MIROC5_rcp85(K),tasmin_NorESM1-M_rcp85(K),tasmin_bcc-csm1-1_rcp85(K),tasmin_bcc-csm1-1_rcp85(K),tasmin_bcc-csm1-1_rcp85(K),tasmin_bcc-csm1-1_rcp85(K)"
""
yyyy-mm-dd,tasmin_CCSM4_rcp85(K),tasmin_GFDL-ESM2M_rcp85(K),tasmin_GFDL-ESM2G_rcp85(K),tasmin_HadGEM2-CC365_rcp85(K),tasmin_MIROC5_rcp85(K),tasmin_NorESM1-M_rcp85(K),tasmin_bcc-csm1-1_rcp85(K),tasmin_bcc-csm1-1_rcp85(K),tasmin_bcc-csm1-1_rcp85(K),tasmin_bcc-csm1-1_rcp85(K)
2015-07-20,289.455414,282.912231,284.991821,292.760742,281.340790,284.091217,288.333588,288.333588,288.333588,288.333588
2015-07-21,289.125061,282.545013,284.961792,293.051849,281.038635,282.033661,288.361755,288.361755,288.361755,288.361755
2015-07-22,287.522949,283.971710,285.004181,290.155762,277.236633,280.904755,287.760529,287.760529,287.760529,287.760529
2015-07-23,287.018890,286.393372,284.907837,289.680054,274.243896,283.165497,287.230469,287.230469,287.230469,287.230469
2015-07-24,287.509308,283.866058,284.286652,286.775391,279.229218,283.682556,286.369354,286.369354,286.369354,286.369354
2015-07-25,286.471893,282.420959,283.900909,285.804413,281.299530,284.357819,284.842041,284.842041,284.842041,284.842041
2015-07-26,284.746521,284.058746,283.320740,282.338715,283.525238,285.041107,283.801666,283.801666,283.801666,283.801666
2015-07-27,282.247925,285.224609,284.933533,280.791382,285.705353,285.771851,283.151855,283.151855,283.151855,283.151855
2015-07-28,284.336945,285.938019,285.466400,284.699921,285.048950,285.292206,283.667267,283.667267,283.667267,283.667267
2015-07-29,287.563629,286.475464,285.067139,283.343628,285.647339,285.092316,284.674561,284.674561,284.674561,284.674561
2015-07-30,286.924011,284.147003,284.043243,286.048218,284.160095,282.681763,283.004761,283.004761,283.004761,283.004761
2015-07-31,286.492737,285.212341,282.585785,286.123352,283.167542,279.616241,287.462250,287.462250,287.462250,287.462250
2015-08-01,290.303375,286.522034,281.699951,285.699402,284.540009,279.753906,288.632019,288.632019,288.632019,288.632019
2015-08-02,288.539032,286.167816,282.256195,285.105347,284.430450,283.380676,289.606323,289.606323,289.606323,289.606323
2015-08-03,289.454498,283.679138,284.991486,286.614594,283.773315,283.916779,289.355927,289.355927,289.355927,289.355927
2015-08-04,287.378479,279.986816,286.115845,286.472168,285.594604,284.983185,287.769592,287.769592,287.769592,287.769592
2015-08-05,286.788269,283.857910,289.325012,285.676575,287.017548,287.181335,285.716095,285.716095,285.716095,285.716095
2015-08-06,285.199432,282.147888,291.421539,286.957092,284.510864,286.760742,283.042664,283.042664,283.042664,283.042664
2015-08-07,286.316406,284.071106,287.259308,286.380066,283.452728,286.388763,282.619324,282.619324,282.619324,282.619324
2015-08-08,287.122742,284.607208,287.686584,285.688843,282.893982,285.877625,282.529877,282.529877,282.529877,282.529877
2015-08-09,290.805115,283.404419,288.073792,284.837555,282.708496,286.628845,283.133545,283.133545,283.133545,283.133545
2015-08-10,287.582001,284.052856,288.995270,285.958923,281.835022,287.215027,282.568512,282.568512,282.568512,282.568512
2015-08-11,283.246185,284.813568,287.069275,285.254150,281.350800,287.035034,283.744598,283.744598,283.744598,283.744598
2015-08-12,279.841736,284.033752,287.300659,284.834259,282.131439,287.386505,286.320526,286.320526,286.320526,286.320526
2015-08-13,280.442108,285.217560,289.379272,287.396240,283.460083,289.370361,287.327667,287.327667,287.327667,287.327667
2015-08-14,282.693176,284.256836,291.709778,286.000275,284.188995,287.683044,287.431946,287.431946,287.431946,287.431946
2015-08-15,284.703064,285.105988,288.129425,286.500977,285.835632,286.552155,285.128571,285.128571,285.128571,285.128571
2015-08-16,285.895355,286.008972,287.901031,287.135468,288.879791,283.143311,280.717560,280.717560,280.717560,280.717560
2015-08-17,285.925323,283.307770,287.951294,288.019989,284.987732,282.125214,281.209106,281.209106,281.209106,281.209106
2015-08-18,287.411621,282.853882,286.222107,288.261200,286.362671,280.044495,283.980164,283.980164,283.980164,283.980164
2015-08-19,286.439148,280.901276,287.056732,287.890381,291.913635,280.371857,287.509155,287.509155,287.509155,287.509155
2015-08-20,285.750580,279.182861,287.271149,288.187592,289.814789,283.248566,282.342834,282.342834,282.342834,282.342834
2015-08-21,285.407928,280.616333,287.560699,288.179077,287.212250,282.905060,280.719086,280.719086,280.719086,280.719086
2015-08-22,285.133301,281.045746,286.035736,287.547485,284.994537,282.513916,279.638153,279.638153,279.638153,279.638153
2015-08-23,285.700012,281.407898,285.900574,286.409821,286.480286,283.320953,280.601166,280.601166,280.601166,280.601166
2015-08-24,284.133087,283.563629,283.165222,286.896790,287.108368,285.649170,280.880524,280.880524,280.880524,280.880524
2015-08-25,288.354401,285.109253,282.493439,287.573334,284.424255,288.903778,281.955048,281.955048,281.955048,281.955048
2015-08-26,288.266144,283.933075,283.519501,287.170929,284.191437,287.766846,282.215363,282.215363,282.215363,282.215363
2015-08-27,283.737213,283.873871,286.126892,285.872131,283.181396,284.860382,284.704865,284.704865,284.704865,284.704865
2015-08-28,281.355865,280.623352,286.517303,286.094360,284.452026,289.022278,282.860718,282.860718,282.860718,282.860718
2015-08-29,282.117706,278.862549,283.554962,288.637115,285.482483,285.576996,281.194427,281.194427,281.194427,281.194427
2015-08-30,281.983154,280.708893,281.142212,287.466766,287.899353,285.004364,279.396484,279.396484,279.396484,279.396484
2015-08-31,282.087830,281.239502,278.390808,286.431244,283.356873,285.237152,277.985352,277.985352,277.985352,277.985352
2015-09-01,282.411407,281.901062,278.567841,285.235382,279.359039,283.018005,277.096985,277.096985,277.096985,277.096985
2015-09-02,281.873779,282.920319,279.282928,286.079468,277.854645,281.479462,277.275940,277.275940,277.275940,277.275940
2015-09-03,282.087311,282.119049,281.401672,284.688385,277.239502,278.278687,279.437714,279.437714,279.437714,279.437714
2015-09-04,282.334473,281.495026,284.151886,284.412079,277.694427,276.868011,279.371399,279.371399,279.371399,279.371399
2015-09-05,283.316895,283.194183,284.348328,284.301758,277.737183,276.373444,277.909851,277.909851,277.909851,277.909851
2015-09-06,280.985168,284.954376,284.966217,281.916840,280.074402,276.487823,274.014313,274.014313,274.014313,274.014313
2015-09-07,275.743378,284.759766,284.764038,281.017761,280.788971,278.034210,276.272705,276.272705,276.272705,276.272705
2015-09-08,274.082184,281.459595,284.879028,283.191162,278.554291,278.528625,273.963013,273.963013,273.963013,273.963013
2015-09-09,274.907928,278.817474,285.202759,283.873108,275.755127,278.728516,277.039093,277.039093,277.039093,277.039093
2015-09-10,276.587219,279.740448,284.675873,281.780518,275.959137,279.603149,275.594177,275.594177,275.594177,275.594177
2015-09-11,275.400208,280.748016,284.584991,275.070862,273.347198,279.916199,273.864197,273.864197,273.864197,273.864197
2015-09-12,278.290222,278.186249,285.948944,273.930542,274.100586,278.525848,275.548584,275.548584,275.548584,275.548584
2015-09-13,281.197968,277.810211,282.123535,278.533630,278.204315,281.488312,274.393524,274.393524,274.393524,274.393524
2015-09-14,284.533600,279.214722,281.416931,279.524628,277.270691,275.511444,270.881775,270.881775,270.881775,270.881775
2015-09-15,285.320526,276.994659,281.757843,278.331177,277.239655,272.963593,271.800598,271.800598,271.800598,271.800598
2015-09-16,286.468506,280.422943,279.615631,276.285126,276.921875,275.907440,270.336823,270.336823,270.336823,270.336823
2015-09-17,285.485565,276.355774,278.685822,278.390778,278.625275,275.823181,270.349030,270.349030,270.349030,270.349030
2015-09-18,286.163391,275.513611,277.158813,281.117798,277.253204,277.803802,273.556763,273.556763,273.556763,273.556763
2015-09-19,283.160889,276.142059,280.671661,281.042297,272.355927,278.107849,282.243530,282.243530,282.243530,282.243530
2015-09-20,280.062500,277.371338,278.848358,278.976471,270.842407,276.407257,274.938934,274.938934,274.938934,274.938934
2015-09-21,277.868317,277.698883,275.668976,279.802032,272.823212,275.297607,276.063477,276.063477,276.063477,276.063477
2015-09-22,283.429840,278.820740,271.108795,281.527405,273.563263,273.525909,276.081696,276.081696,276.081696,276.081696
2015-09-23,281.787842,280.182098,274.501678,279.527466,274.181396,272.560181,281.365112,281.365112,281.365112,281.365112
2015-09-24,279.713959,281.159729,280.543884,278.323700,274.921509,275.903046,280.019806,280.019806,280.019806,280.019806
2015-09-25,277.415192,282.024994,276.836456,279.716644,275.817383,278.236450,272.729187,272.729187,272.729187,272.729187
2015-09-26,274.381348,281.753265,276.769623,278.968262,277.199158,272.981079,272.717133,272.717133,272.717133,272.717133
2015-09-27,271.360077,282.445099,280.459198,278.485413,276.436798,271.433533,274.679413,274.679413,274.679413,274.679413
2015-09-28,276.255554,279.473816,274.580353,281.509735,278.624908,274.545654,280.067352,280.067352,280.067352,280.067352
2015-09-29,278.259949,281.533020,268.981628,281.842987,279.989777,277.113647,281.697479,281.697479,281.697479,281.697479
2015-09-30,277.672607,280.404968,270.105682,280.254425,280.416229,278.033173,275.278198,275.278198,275.278198,275.278198
2015-10-01,274.638855,281.687347,275.279755,278.919250,279.392242,278.638947,271.480804,271.480804,271.480804,271.480804
2015-10-02,271.388763,282.588867,276.739532,280.082764,278.475952,278.435791,276.471008,276.471008,276.471008,276.471008
2015-10-03,272.541534,280.263428,275.229706,281.712067,278.633331,277.957275,272.735138,272.735138,272.735138,272.735138
2015-10-04,275.596100,277.947571,274.621490,279.870117,279.159393,275.267059,276.914032,276.914032,276.914032,276.914032
2015-10-05,274.642883,278.475250,272.106110,277.957092,277.538544,274.920288,277.891479,277.891479,277.891479,277.891479
2015-10-06,275.801605,278.226135,271.623291,276.936615,278.533447,274.940491,273.260712,273.260712,273.260712,273.260712
2015-10-07,275.401367,278.257721,271.986816,278.676910,277.014587,273.802368,271.237854,271.237854,271.237854,271.237854
2015-10-08,277.039673,276.900330,276.375427,280.031189,273.562195,274.361176,272.315399,272.315399,272.315399,272.315399
2015-10-09,277.446503,276.237305,274.856567,281.253479,273.424500,275.016998,276.384949,276.384949,276.384949,276.384949
2015-10-10,274.789886,275.898468,277.338684,279.160828,274.725403,279.190460,275.701599,275.701599,275.701599,275.701599
2015-10-11,278.186523,274.867188,276.730225,278.374481,274.161163,275.975281,270.927277,270.927277,270.927277,270.927277
2015-10-12,275.764801,276.146484,275.617676,276.829254,274.024628,274.276062,277.332031,277.332031,277.332031,277.332031
2015-10-13,274.171234,277.603638,276.085510,276.300812,274.725006,272.432434,277.969177,277.969177,277.969177,277.969177
2015-10-14,272.199860,275.920624,274.165558,276.861755,275.543152,275.151642,270.345184,270.345184,270.345184,270.345184
2015-10-15,273.127899,272.333618,274.960144,276.976318,274.893250,271.520386,270.372162,270.372162,270.372162,270.372162
2015-10-16,272.252045,276.417755,274.617249,276.201355,271.087738,267.217896,273.962982,273.962982,273.962982,273.962982
2015-10-17,272.049805,273.990784,276.503174,276.961700,270.359863,268.329254,271.187653,271.187653,271.187653,271.187653
2015-10-18,273.417847,270.319580,276.984833,278.228149,265.766663,272.177948,271.541168,271.541168,271.541168,271.541168
2015-10-19,274.293091,273.394836,277.502747,276.093658,272.619873,273.308441,274.999451,274.999451,274.999451,274.999451
2015-10-20,274.389740,275.477478,277.850037,271.811829,272.535889,272.288818,274.297150,274.297150,274.297150,274.297150
2015-10-21,275.188843,269.994720,269.351349,271.318329,265.609039,272.904419,275.063751,275.063751,275.063751,275.063751
2015-10-22,274.474945,268.870117,264.715027,272.495911,274.257172,274.068726,275.466522,275.466522,275.466522,275.466522
2015-10-23,276.336517,268.741608,263.552582,274.140808,272.306213,274.732300,272.984314,272.984314,272.984314,272.984314
2015-10-24,275.855652,269.586945,265.599213,274.218536,271.102448,271.760986,272.749146,272.749146,272.749146,272.749146
2015-10-25,274.578186,269.876709,268.373413,272.205780,271.500092,274.946045,271.123199,271.123199,271.123199,271.123199
2015-10-26,276.700317,266.841553,268.557831,274.378632,271.051849,274.387634,265.630127,265.630127,265.630127,265.630127
2015-10-27,276.661407,269.718109,267.532928,277.001343,264.128174,275.452545,267.662872,267.662872,267.662872,267.662872
2015-10-28,278.370728,269.302399,267.644623,277.793365,267.699921,274.041107,270.479828,270.479828,270.479828,270.479828
2015-10-29,274.190155,266.816833,268.492218,277.934448,269.053955,273.277527,270.716522,270.716522,270.716522,270.716522
2015-10-30,272.381195,270.814453,269.521240,270.095825,270.566223,274.635284,276.197266,276.197266,276.197266,276.197266
2015-10-31,276.065887,269.756165,271.790924,270.216766,272.484711,270.000214,276.526550,276.526550,276.526550,276.526550
2015-11-01,278.377960,270.199860,273.401123,270.762451,270.990479,275.708679,274.850128,274.850128,274.850128,274.850128
2015-11-02,277.886444,271.751648,271.303497,271.290710,270.652496,274.548798,275.306427,275.306427,275.306427,275.306427
2015-11-03,275.926483,272.411438,273.673096,269.189636,274.588440,271.450470,270.119629,270.119629,270.119629,270.119629
2015-11-04,276.387726,274.575775,267.598816,269.410278,272.090820,273.862946,269.638458,269.638458,269.638458,269.638458
2015-11-05,276.717194,270.704865,268.706116,267.881409,275.991852,274.749695,270.525635,270.525635,270.525635,270.525635
2015-11-06,275.367737,272.888458,273.400604,268.065796,275.276611,269.578369,273.526367,273.526367,273.526367,273.526367
2015-11-07,274.432922,268.035919,275.718658,266.208618,267.854950,269.515442,274.867096,274.867096,274.867096,274.867096
2015-11-08,275.625122,268.308685,268.339111,265.844147,268.713928,272.851990,275.258484,275.258484,275.258484,275.258484
2015-11-09,274.511536,270.529755,267.248260,268.113800,272.603241,270.475037,273.637695,273.637695,273.637695,273.637695
2015-11-10,266.670441,267.641327,268.799469,269.843445,267.904694,266.384644,273.038147,273.038147,273.038147,273.038147
2015-11-11,265.961090,266.469971,271.030701,270.196716,269.330017,267.144073,272.546021,272.546021,272.546021,272.546021
2015-11-12,271.031006,266.762390,269.515320,269.597992,271.362366,264.908173,272.341461,272.341461,272.341461,272.341461
2015-11-13,267.033997,268.292786,266.621399,269.676880,268.271179,264.863861,272.688629,272.688629,272.688629,272.688629
2015-11-14,267.184326,269.789856,263.519867,270.672943,267.537140,262.166382,272.857300,272.857300,272.857300,272.857300
2015-11-15,265.294739,264.966919,264.155365,274.524048,264.286011,262.146881,272.499084,272.499084,272.499084,272.499084
2015-11-16,257.898254,264.223114,259.029144,274.696289,264.182343,264.381897,272.607513,272.607513,272.607513,272.607513
2015-11-17,259.943970,266.814178,260.591675,273.266022,266.195282,265.004150,273.155884,273.155884,273.155884,273.155884
2015-11-18,257.694885,265.392426,260.568512,273.774780,262.713165,264.372345,275.264160,275.264160,275.264160,275.264160
2015-11-19,256.186951,259.732697,263.617249,273.663422,262.242310,264.400513,276.335693,276.335693,276.335693,276.335693
2015-11-20,260.404755,265.450470,267.851105,272.926697,264.150787,264.684235,275.517212,275.517212,275.517212,275.517212
2015-11-21,263.210297,261.014008,269.815735,273.879883,267.786835,265.146332,274.379303,274.379303,274.379303,274.379303
2015-11-22,256.342865,266.035095,268.310425,273.356842,266.294800,265.446198,269.604797,269.604797,269.604797,269.604797
2015-11-23,256.332703,270.404541,269.354919,273.910553,266.113312,267.398163,273.710510,273.710510,273.710510,273.710510
2015-11-24,260.518524,268.185974,271.261353,274.342468,264.286682,268.656219,269.728210,269.728210,269.728210,269.728210
2015-11-25,263.597015,260.839783,272.567627,273.261139,265.261627,268.793976,273.501160,273.501160,273.501160,273.501160
2015-11-26,264.549194,268.066193,267.154694,267.552185,267.877075,266.476593,272.509125,272.509125,272.509125,272.509125
2015-11-27,272.240814,260.428802,266.392822,269.279846,267.824677,267.074799,269.487885,269.487885,269.487885,269.487885
2015-11-28,270.829254,265.917664,266.965607,269.450745,267.037079,271.477997,265.313629,265.313629,265.313629,265.313629
2015-11-29,268.972321,267.992249,266.670990,267.956543,270.639923,267.299133,263.835388,263.835388,263.835388,263.835388
2015-11-30,266.989441,263.796875,262.879639,268.025116,266.321686,260.397430,264.031464,264.031464,264.031464,264.031464
2015-12-01,265.469360,268.263000,259.230072,268.550385,268.182434,262.039551,263.722351,263.722351,263.722351,263.722351
2015-12-02,265.988434,265.372711,259.875885,269.139984,267.369965,265.246521,263.863129,263.863129,263.863129,263.863129
2015-12-03,267.864960,262.010071,260.135559,270.301117,268.705353,265.808990,266.021423,266.021423,266.021423,266.021423
2015-12-04,265.013397,264.994568,259.606384,268.327209,268.886841,266.627411,266.050964,266.050964,266.050964,266.050964
2015-12-05,261.755707,272.798401,260.829285,262.943329,269.283264,265.444733,265.593231,265.593231,265.593231,265.593231
2015-12-06,254.765411,273.096375,263.456329,265.103607,271.852539,263.700684,263.466797,263.466797,263.466797,263.466797
2015-12-07,258.242645,266.906006,269.362701,269.146729,267.718262,265.511505,267.024567,267.024567,267.024567,267.024567
2015-12-08,256.632629,274.490479,269.363068,269.241669,266.604706,265.935822,270.271179,270.271179,270.271179,270.271179
2015-12-09,262.272522,274.677826,270.509460,268.691223,267.583008,264.076141,269.389832,269.389832,269.389832,269.389832
2015-12-10,265.916077,268.777313,272.951416,269.503021,268.673981,264.294922,267.352936,267.352936,267.352936,267.352936
2015-12-11,267.296997,271.542542,272.644806,275.635071,271.770966,265.507416,267.486481,267.486481,267.486481,267.486481
2015-12-12,262.421783,269.941284,267.957825,275.769348,270.901764,262.748535,269.756104,269.756104,269.756104,269.756104
2015-12-13,264.481720,263.576691,266.256561,270.857971,269.290955,266.653595,269.814117,269.814117,269.814117,269.814117
2015-12-14,262.632141,261.179962,266.100494,267.976044,268.085327,264.909393,270.096588,270.096588,270.096588,270.096588
2015-12-15,263.734741,266.457062,263.591919,268.243500,266.692413,261.578918,271.212524,271.212524,271.212524,271.212524
2015-12-16,254.149857,271.730713,266.053192,270.258240,265.035675,264.123322,269.515259,269.515259,269.515259,269.515259
2015-12-17,262.613983,266.819550,266.006744,271.412689,267.838013,268.275146,279.098450,279.098450,279.098450,279.098450
2015-12-18,264.727814,266.012878,269.194000,269.121033,268.411743,263.819092,271.159363,271.159363,271.159363,271.159363
2015-12-19,253.944702,269.580322,269.876984,263.538147,268.340912,262.867798,264.364929,264.364929,264.364929,264.364929
2015-12-20,245.285690,272.551300,266.219299,266.870728,265.664886,258.363312,267.527740,267.527740,267.527740,267.527740
2015-12-21,248.677261,271.015930,266.632874,267.852692,262.707123,257.294617,269.399902,269.399902,269.399902,269.399902
2015-12-22,259.136749,263.776825,264.254822,268.248108,255.195160,255.505157,271.106415,271.106415,271.106415,271.106415
2015-12-23,263.604431,261.585205,267.088501,262.814209,253.029800,255.788971,269.439392,269.439392,269.439392,269.439392
2015-12-24,263.535980,259.114349,270.266998,260.455231,257.229675,259.380096,268.388641,268.388641,268.388641,268.388641
2015-12-25,264.255035,259.422852,270.143982,264.916534,261.432648,263.303589,264.967163,264.967163,264.967163,264.967163
2015-12-26,263.882660,261.153168,269.706543,261.836761,267.596954,260.638763,261.943939,261.943939,261.943939,261.943939
2015-12-27,264.452271,260.194946,268.951447,263.254700,269.266266,247.752045,262.455566,262.455566,262.455566,262.455566
2015-12-28,265.312195,261.004700,266.600830,259.464844,272.071808,251.025818,266.276947,266.276947,266.276947,266.276947
2015-12-29,265.494995,256.505890,266.599487,260.677429,271.763702,251.179245,271.128967,271.128967,271.128967,271.128967
2015-12-30,264.619446,254.569504,266.937317,264.555450,262.899658,248.693100,269.100861,269.100861,269.100861,269.100861
2015-12-31,264.817719,258.353790,267.555359,264.302002,262.765076,252.340485,273.629211,273.629211,273.629211,273.629211
2016-01-01,266.508453,261.494873,269.778320,269.183838,262.470398,263.022064,272.227356,272.227356,272.227356,272.227356
2016-01-02,266.051147,262.212006,267.923187,265.773682,261.403748,265.091797,268.469788,268.469788,268.469788,268.469788
2016-01-03,265.880646,263.271271,267.477844,266.297607,259.201782,266.079590,269.489441,269.489441,269.489441,269.489441
2016-01-04,266.959442,267.459106,267.457428,267.075836,259.109985,267.302551,267.485565,267.485565,267.485565,267.485565
2016-01-05,267.652893,268.003723,273.943237,266.793365,256.132507,264.413483,266.988495,266.988495,266.988495,266.988495
2016-01-06,266.217743,268.635315,271.566925,267.836365,256.586060,265.779053,267.011261,267.011261,267.011261,267.011261
2016-01-07,268.078827,262.138031,267.750580,269.089417,257.151367,266.295380,268.400116,268.400116,268.400116,268.400116
2016-01-08,265.848083,260.120361,266.255920,269.894745,259.241516,262.471039,269.065857,269.065857,269.065857,269.065857
2016-01-09,266.953796,265.569092,265.226746,271.506836,262.040863,264.869354,270.128937,270.128937,270.128937,270.128937
2016-01-10,266.928894,264.210999,265.457764,270.656921,267.866089,267.113831,269.318604,269.318604,269.318604,269.318604
2016-01-11,265.977203,267.890625,267.249817,270.517426,271.189972,269.443207,272.698730,272.698730,272.698730,272.698730
2016-01-12,265.974060,271.425476,268.598053,270.064789,270.704102,267.725800,271.741394,271.741394,271.741394,271.741394
2016-01-13,265.980377,269.027130,267.510315,269.672058,266.812592,270.588715,271.129852,271.129852,271.129852,271.129852
2016-01-14,265.185181,267.204407,261.350616,271.928467,266.266205,266.981293,267.714203,267.714203,267.714203,267.714203
2016-01-15,264.598297,261.848877,261.104370,270.593872,264.551147,267.843567,264.813446,264.813446,264.813446,264.813446
2016-01-16,261.910217,264.133759,261.666199,271.815063,265.948700,264.612885,268.076569,268.076569,268.076569,268.076569
2016-01-17,260.986816,269.537903,265.254608,269.708221,263.861877,263.133881,271.447571,271.447571,271.447571,271.447571
2016-01-18,260.227142,268.260193,270.040070,268.524048,263.548035,262.367126,265.020416,265.020416,265.020416,265.020416
2016-01-19,261.858215,263.845215,269.927612,268.601318,265.236023,264.299744,264.438782,264.438782,264.438782,264.438782
2016-01-20,261.664673,267.805725,271.474884,268.754883,267.601440,266.193512,266.331512,266.331512,266.331512,266.331512
2016-01-21,263.061615,268.906647,269.248688,268.609131,266.614349,269.038757,266.690552,266.690552,266.690552,266.690552
2016-01-22,265.160858,264.348145,269.202667,270.091400,267.998291,267.847778,262.369812,262.369812,262.369812,262.369812
2016-01-23,267.032745,260.966858,269.314636,270.747528,265.587097,263.438995,264.982880,264.982880,264.982880,264.982880
2016-01-24,268.081635,266.006592,272.789703,272.162811,265.130890,257.263580,265.747101,265.747101,265.747101,265.747101
2016-01-25,263.360687,266.375946,274.075897,273.069550,266.031372,260.873962,265.247650,265.247650,265.247650,265.247650
2016-01-26,263.025421,266.326294,272.028931,269.581146,264.841583,269.267700,266.498352,266.498352,266.498352,266.498352
2016-01-27,263.094269,260.353058,271.940338,270.597107,263.868286,271.420410,268.421326,268.421326,268.421326,268.421326
2016-01-28,263.850494,264.983978,272.091736,272.521881,264.668335,272.387451,271.525513,271.525513,271.525513,271.525513
2016-01-29,269.044250,262.531891,270.060333,270.588135,265.603882,263.374634,265.336334,265.336334,265.336334,265.336334
2016-01-30,270.262695,265.793030,265.851074,270.322601,266.520508,263.838928,265.267029,265.267029,265.267029,265.267029
2016-01-31,273.467468,272.581604,269.925598,272.467346,268.016693,262.978882,260.170135,260.170135,260.170135,260.170135
2016-02-01,267.228149,264.318726,268.563782,273.127716,270.357361,263.545654,257.550293,257.550293,257.550293,257.550293
2016-02-02,265.892761,263.060486,270.747437,269.371643,269.853363,264.741547,262.384369,262.384369,262.384369,262.384369
2016-02-03,263.567444,264.640198,270.585205,268.895752,270.627930,264.763916,263.701416,263.701416,263.701416,263.701416
2016-02-04,263.933929,267.804260,268.912811,266.605103,270.951660,264.932922,263.923370,263.923370,263.923370,263.923370
2016-02-05,265.102661,270.627563,271.367340,267.221558,270.952972,264.744934,265.161804,265.161804,265.161804,265.161804
2016-02-06,265.322266,269.327698,270.394623,267.607880,266.860840,265.412994,266.478027,266.478027,266.478027,266.478027
2016-02-07,265.237183,262.653473,272.512939,267.741669,272.184601,265.272522,265.272308,265.272308,265.272308,265.272308
2016-02-08,266.608887,261.760620,272.123260,266.904358,269.773407,265.455139,262.339020,262.339020,262.339020,262.339020
2016-02-09,268.425354,267.011597,271.615906,263.374512,274.717651,268.015137,262.884827,262.884827,262.884827,262.884827
2016-02-10,267.410522,269.601929,272.800568,261.742737,270.554321,269.520599,267.517822,267.517822,267.517822,267.517822
2016-02-11,269.731781,263.387482,267.831055,261.215759,271.282013,270.064819,270.238678,270.238678,270.238678,270.238678
2016-02-12,267.197876,268.527161,268.194305,263.726074,270.701508,270.335907,270.302429,270.302429,270.302429,270.302429
2016-02-13,266.562927,261.525024,271.768250,265.296234,272.965240,267.899414,272.670349,272.670349,272.670349,272.670349
2016-02-14,266.469818,261.012360,271.626343,267.126556,274.085876,268.366699,274.483185,274.483185,274.483185,274.483185
2016-02-15,269.451874,261.191803,269.729248,268.586151,270.971863,271.337097,275.898346,275.898346,275.898346,275.898346
2016-02-16,269.400330,264.017700,269.072784,270.472473,272.434387,269.838440,275.659882,275.659882,275.659882,275.659882
2016-02-17,271.143097,259.944458,267.122253,266.118561,276.850708,269.022491,276.206268,276.206268,276.206268,276.206268
2016-02-18,274.243042,267.040466,269.998718,265.700897,277.337463,270.243774,270.176117,270.176117,270.176117,270.176117
2016-02-19,274.985168,267.501007,271.268463,267.264740,270.990204,269.650208,268.393127,268.393127,268.393127,268.393127
2016-02-20,276.175018,262.180145,268.865234,267.637390,269.236481,268.207397,271.655731,271.655731,271.655731,271.655731
2016-02-21,270.642120,259.841949,268.240082,268.724457,270.489532,268.740051,272.965973,272.965973,272.965973,272.965973
